,Start time of weekly time step,MIKE SHE GW recharge (mm),MIKE SHE Baseflow (mm),MIKE SHE Storage change (mm),MIKE SHE Pumping (mm)
0,1989-01-02,2.2909417999999997,2.809539,-1.059278,0.3188019
1,1989-01-09,6.026033900000001,2.863505,2.596604,0.3188019
2,1989-01-16,0.21642789999999934,2.874987999999999,-3.240433,0.3188017999999999
3,1989-01-23,0.11599640000000022,2.4481520000000003,-2.915081,0.31880239999999993
4,1989-01-30,0.837159999999999,2.199936000000001,-1.9441180000000005,0.3188010000000001
5,1989-02-06,2.059540000000002,2.181863,-0.7007729999999999,0.31880200000000003
6,1989-02-13,14.316115000000002,3.360147999999999,10.349984,0.3188019999999998
7,1989-02-20,3.092382999999998,3.676601999999999,-1.2045039999999998,0.31880200000000025
8,1989-02-27,6.884156000000001,4.047787,2.2394230000000004,0.3188019999999998
9,1989-03-06,2.1272220000000033,3.3811700000000044,-1.9277250000000001,0.31880200000000025
10,1989-03-13,10.253926,4.550759999999997,5.124480999999999,0.31880099999999967
11,1989-03-20,19.376307999999995,6.11045,12.6094,0.3188030000000004
12,1989-03-27,0.28614000000000317,5.637419999999999,-6.212130000000002,0.31880099999999967
13,1989-04-03,-1.247950000000003,3.9903600000000026,-6.0592749999999995,0.3188019999999998
14,1989-04-10,-1.5292199999999951,3.097379999999994,-5.4901029999999995,0.3188020000000007
15,1989-04-17,0.4488099999999946,2.660660000000007,-2.8863901000000003,0.3188019999999998
16,1989-04-24,1.3543399999999934,2.567149999999998,-1.9640179,0.3188019999999998
17,1989-05-01,-1.3912599999999884,2.213930000000005,-4.938874,0.31880099999999967
18,1989-05-08,0.2305199999999985,1.9332099999999954,-2.5164599999999995,0.31880299999999995
19,1989-05-15,-0.69371000000001,1.7394800000000075,-4.79133,0.3188020000000007
20,1989-05-22,-0.2598599999999891,1.4882099999999951,-5.046740000000002,0.31880099999999967
21,1989-05-29,0.41103999999999985,1.3776199999999932,-2.9970099999999995,0.3188019999999998
22,1989-06-05,0.8134399999999999,1.339020000000005,-1.7765199999999979,0.3188019999999998
23,1989-06-12,0.23125000000000284,1.2539600000000064,-4.120540000000002,0.3188020000000007
24,1989-06-19,0.32710999999999046,1.1483199999999982,-3.8108400000000024,0.3188019999999998
25,1989-06-26,0.13066999999999496,1.0944399999999916,-2.566679999999998,0.3188020000000007
26,1989-07-03,0.2636200000000031,1.055189999999996,-2.5531099999999967,0.3188019999999998
27,1989-07-10,1.1288100000000156,1.0294700000000034,-0.8131400000000042,0.31880299999999906
28,1989-07-17,0.6501599999999854,1.0455500000000058,-1.4497900000000001,0.31880100000000056
29,1989-07-24,0.89358,1.011099999999999,-1.0956499999999991,0.31880299999999906
30,1989-07-31,1.753290000000007,1.087850000000003,0.02208999999999861,0.31880100000000056
31,1989-08-07,3.683250000000001,1.1907299999999879,1.9501500000000007,0.31880100000000056
32,1989-08-14,0.5532299999999992,1.1501300000000185,-1.1666799999999995,0.31879999999999953
33,1989-08-21,1.1949599999999947,1.0895399999999853,-0.5064399999999978,0.3188100000000009
34,1989-08-28,0.950090000000003,1.1019600000000054,-0.6903799999999976,0.31879999999999953
35,1989-09-04,0.40428999999998894,1.0829499999999967,-1.2502200000000059,0.31879999999999953
36,1989-09-11,1.8810900000000004,1.07132,0.23011999999999944,0.31879999999999953
37,1989-09-18,-0.18193999999999733,1.1094500000000096,-1.8497699999999995,0.3188000000000013
38,1989-09-25,0.3037800000000175,1.064789999999988,-1.3599899999999963,0.31879999999999953
39,1989-10-02,0.38706999999999425,1.0161099999999976,-1.2550299999999979,0.31880999999999915
40,1989-10-09,3.7085799999999978,1.100340000000017,2.083979999999997,0.3188000000000013
41,1989-10-16,5.532539999999997,1.4659399999999891,3.5371000000000024,0.31879999999999953
42,1989-10-23,5.5473499999999945,1.8979300000000023,3.094369999999998,0.31879999999999953
43,1989-10-30,3.2593800000000073,1.7775299999999987,0.9217900000000014,0.31879999999999953
44,1989-11-06,4.033360000000002,2.0799300000000045,1.4319300000000013,0.3188000000000013
45,1989-11-13,-0.20883000000000607,1.6386199999999889,-2.40081,0.31879999999999953
46,1989-11-20,0.9866600000000005,1.4440000000000026,-1.0081699999999998,0.31880999999999915
47,1989-11-27,0.49237999999999715,1.4580899999999986,-1.511950000000006,0.3188000000000013
48,1989-12-04,-0.2143299999999897,1.318569999999994,-2.0771699999999953,0.31879999999999953
49,1989-12-11,9.070130000000006,1.416230000000013,7.113199999999999,0.31879999999999953
50,1989-12-18,31.66467,5.4876700000000085,25.61663,0.3188000000000013
51,1989-12-25,1.9769699999999943,4.527179999999987,-3.1089199999999995,0.31879999999999953
52,1990-01-01,2.614719999999977,3.506839999999997,-1.4640199999999997,0.31880999999999915
53,1990-01-08,8.49705000000003,4.0900199999999955,3.847159999999999,0.31879999999999953
54,1990-01-15,14.57222999999999,5.470880000000022,8.615584,0.31879999999999953
55,1990-01-22,37.168589999999995,8.786369999999977,27.998666,0.3188000000000031
56,1990-01-29,8.10557,9.774980000000028,-1.8134300000000003,0.31879999999999953
57,1990-02-05,21.19081,11.502419999999972,9.715640000000004,0.31879999999999953
58,1990-02-12,9.298660000000012,11.835039999999992,-2.335100000000004,0.31879999999999953
59,1990-02-19,1.4546399999999835,8.149050000000017,-7.3822399999999995,0.31880999999999915
60,1990-02-26,17.09039999999999,9.575909999999993,7.405840000000001,0.31879999999999953
61,1990-03-05,12.116780000000006,9.212609999999984,2.8682799999999986,0.31879999999999953
62,1990-03-12,-1.7911300000000097,7.804940000000016,-10.34805,0.3188000000000031
