,Start time of weekly time step,MIKE SHE GW recharge (mm),MIKE SHE Baseflow (mm),MIKE SHE Storage change (mm),MIKE SHE Pumping (mm)
0,1989-01-02,2.8348917,1.2161140000000001,-0.5053943,2.358362
1,1989-01-09,4.3175957,1.2372949999999996,0.9569881,2.358361
2,1989-01-16,1.0352075000000003,1.2048110000000003,-2.2899308,2.3583619999999996
3,1989-01-23,-0.35940930000000026,0.9403369999999995,-3.4127089999999995,2.3583619999999996
4,1989-01-30,0.5345463999999991,0.774992000000001,-2.3496640000000006,2.3583630000000007
5,1989-02-06,0.4607920000000014,0.6944520000000001,-2.3398849999999998,2.3583599999999993
6,1989-02-13,7.519405999999998,0.8268809999999993,4.586863,2.358360000000001
7,1989-02-20,8.695933000000004,1.0611810000000004,5.5298612,2.358360000000001
8,1989-02-27,5.487010999999999,1.7048829999999988,1.6744268,2.3583599999999976
9,1989-03-06,0.05012999999999934,1.397197000000002,-3.4658889999999998,2.3583700000000007
10,1989-03-13,11.917279999999998,2.063147999999998,7.715116999999999,2.358360000000001
11,1989-03-20,16.596841000000005,2.9048060000000007,11.525456000000002,2.3583599999999976
12,1989-03-27,-0.0995190000000008,3.048387999999999,-5.364480000000002,2.358360000000001
13,1989-04-03,0.5253439999999969,2.2584100000000014,-3.941298999999999,2.358360000000001
14,1989-04-10,-1.1558300000000017,1.7068399999999997,-5.0521020000000005,2.3583599999999976
15,1989-04-17,0.9599400000000031,1.3328720000000018,-2.4836652,2.3583700000000007
16,1989-04-24,0.9534599999999926,1.1536329999999992,-2.3278418,2.3583599999999976
17,1989-05-01,-0.8112399999999909,0.9247700000000023,-4.055206,2.3583600000000047
18,1989-05-08,0.21177000000000135,0.7523999999999944,-2.805008000000001,2.3583700000000007
19,1989-05-15,-0.14078000000000657,0.6619200000000021,-4.398387999999999,2.3583599999999976
20,1989-05-22,0.3008800000000065,0.5731599999999979,-5.216090000000001,2.3583599999999976
21,1989-05-29,0.571949999999994,0.5228400000000022,-3.3340499999999977,2.3583600000000047
