SZ_DETAIL water balance	  - accumulated	 : 	 1989  1  2  6  0	 2022  7 11  6  0 		Data type:	Storage depth		[millimeter]                                                                                
 SM CI OL RIV SZ                                                                		Sub-catchment no.:	 12
Flow Result File : DK1_HIP_500m
Title : DK1_HIP_500m     Text :  
                     	qszprecip	qrech	qrechmp	qolszpos	qolszneg	qetsz	qszin	qszout	dszsto	qszabsex	qszdrin	qszdrout	qszdrtorivin	qszdrtorivex	qszdrtoM11HPoint	qszrivneg	qszrivpos	qszfloodneg	qszfloodpos	qgihbpos	qgihbneg	qirrwell	qszdrtoMouse	qszMousepos	qszMouseneg	qSzExtSink	qSzExtSource	cross time step	Error
 1989  1  2  6  0	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    
 1989  1  9  6  0	   0.000000    	  -1.847806    	 -0.1834651    	   0.000000    	   0.000000    	  0.2044546E-09	 -0.7296786    	  0.6491416    	  -2.990559    	   2.095697    	   0.000000    	   0.000000    	  0.8579270    	   0.000000    	   0.000000    	 -0.3467138E-03	   2.149079    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.1132327E-04
 1989  1 16  6  0	   0.000000    	  -7.181029    	 -0.8876069    	   0.000000    	   0.000000    	  0.2044546E-09	  -1.506453    	   1.290149    	  -1.881264    	   4.191393    	   0.000000    	   0.000000    	   1.758606    	   0.000000    	   0.000000    	 -0.6884560E-03	   4.216894    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.3330370E-06
 1989  1 23  6  0	   0.000000    	  -7.545658    	 -0.8919863    	   0.000000    	   0.000000    	  0.5305474E-02	  -2.294463    	   1.925091    	  -6.337661    	   6.287089    	   0.000000    	   0.000000    	   2.597505    	   0.000000    	   0.000000    	 -0.1005916E-02	   6.255890    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1069050E-03
 1989  1 30  6  0	   0.000000    	  -7.493125    	  -1.083808    	   0.000000    	   0.000000    	  0.1190330E-01	  -3.085285    	   2.551174    	  -10.60583    	   8.382786    	   0.000000    	   0.000000    	   3.242853    	   0.000000    	   0.000000    	 -0.1279076E-02	   8.080746    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1334369E-03
 1989  2  6  6  0	   0.000000    	  -8.015515    	  -1.449265    	   0.000000    	   0.000000    	  0.1704362E-01	  -3.877319    	   3.169608    	  -13.83047    	   10.47848    	   0.000000    	   0.000000    	   3.755644    	   0.000000    	   0.000000    	 -0.1519917E-02	   9.753465    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1495337E-03
 1989  2 13  6  0	   0.000000    	  -9.145064    	  -1.714267    	   0.000000    	   0.000000    	  0.1925816E-01	  -4.671016    	   3.782668    	  -16.48688    	   12.57418    	   0.000000    	   0.000000    	   4.283887    	   0.000000    	   0.000000    	 -0.1742531E-02	   11.35905    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.6583038E-04
 1989  2 20  6  0	   0.000000    	  -22.00001    	  -3.460063    	  0.1258990E-02	 -0.1772555E-03	  0.3070083E-01	  -5.476980    	   4.397397    	  -6.778224    	   14.66987    	   0.000000    	   0.000000    	   5.359127    	   0.000000    	   0.000000    	 -0.1993337E-02	   13.25908    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.1032415E-04
 1989  2 27  6  0	   0.000000    	  -24.90885    	  -4.130299    	  0.1258990E-02	 -0.8221321E-03	  0.3915911E-01	  -6.290827    	   5.012937    	  -8.460948    	   16.76557    	   0.000000    	   0.000000    	   6.569281    	   0.000000    	   0.000000    	 -0.2281085E-02	   15.40573    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.8259325E-04
 1989  3  6  6  0	   0.000000    	  -30.12641    	  -4.884044    	  0.1258990E-02	 -0.1066818E-02	  0.4687790E-01	  -7.110378    	   5.628850    	  -7.860353    	   18.86127    	   0.000000    	   0.000000    	   7.867150    	   0.000000    	   0.000000    	 -0.2558112E-02	   17.57926    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.1472025E-03
 1989  3 13  6  0	   0.000000    	  -31.96057    	  -5.816921    	  0.1258990E-02	 -0.2423474E-02	  0.8146739E-01	  -7.927433    	   6.241755    	  -10.02901    	   20.95696    	   0.000000    	   0.000000    	   8.867154    	   0.000000    	   0.000000    	 -0.2797501E-02	   19.59035    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.2017096E-03
 1989  3 20  6  0	   0.000000    	  -44.60821    	  -7.574393    	  0.2476380E-02	 -0.6262668E-02	  0.1210499    	  -8.759344    	   6.862273    	  -1.864126    	   23.05266    	   0.000000    	   0.000000    	   10.78994    	   0.000000    	   0.000000    	 -0.3063415E-02	   21.98671    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.2916297E-03
 1989  3 27  6  0	   0.000000    	  -62.09774    	  -10.45943    	  0.7470354E-02	 -0.1887516E-01	  0.1788297    	  -9.606246    	   7.491699    	   10.99882    	   25.14836    	   0.000000    	   0.000000    	   13.61331    	   0.000000    	   0.000000    	 -0.3346543E-02	   24.74759    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.4549289E-03
 1989  4  3  6  0	   0.000000    	  -61.92383    	  -11.30280    	  0.1018356E-01	 -0.2701960E-01	  0.3253858    	  -10.45650    	   8.124552    	   4.441037    	   27.24405    	   0.000000    	   0.000000    	   15.92040    	   0.000000    	   0.000000    	 -0.3586609E-02	   27.65256    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.4437167E-02
 1989  4 10  6  0	   0.000000    	  -60.71484    	  -11.93983    	  0.1058677E-01	 -0.3217684E-01	  0.4083606    	  -11.29752    	   8.752146    	  -1.974699    	   29.33975    	   0.000000    	   0.000000    	   17.31797    	   0.000000    	   0.000000    	 -0.3755983E-02	   30.13832    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.4316940E-02
 1989  4 17  6  0	   0.000000    	  -59.17429    	  -12.00142    	  0.1058677E-01	 -0.3635149E-01	  0.6004140    	  -12.13070    	   9.374197    	  -8.583722    	   31.43545    	   0.000000    	   0.000000    	   18.21467    	   0.000000    	   0.000000    	 -0.3895275E-02	   32.30072    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.5663965E-02
 1989  4 24  6  0	   0.000000    	  -58.36353    	  -13.32583    	  0.1097208E-01	 -0.3635149E-01	  0.6696179    	  -12.95818    	   9.991854    	  -12.63242    	   33.53114    	   0.000000    	   0.000000    	   18.89161    	   0.000000    	   0.000000    	 -0.4026274E-02	   34.23219    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.7041519E-02
 1989  5  1  6  0	   0.000000    	  -58.49771    	  -14.72973    	  0.1097208E-01	 -0.3635149E-01	  0.8141937    	  -13.78242    	   10.60682    	  -15.60451    	   35.62684    	   0.000000    	   0.000000    	   19.52811    	   0.000000    	   0.000000    	 -0.4138482E-02	   36.07492    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.6996114E-02
