SZ_DETAIL water balance	  - accumulated	 : 	 1989  1  2  6  0	 2022  7 11  6  0 		Data type:	Storage depth		[millimeter]                                                                                
 SM CI OL RIV SZ                                                                		Sub-catchment no.:	 17
Flow Result File : DK1_HIP_500m
Title : DK1_HIP_500m     Text :  
                     	qszprecip	qrech	qrechmp	qolszpos	qolszneg	qetsz	qszin	qszout	dszsto	qszabsex	qszdrin	qszdrout	qszdrtorivin	qszdrtorivex	qszdrtoM11HPoint	qszrivneg	qszrivpos	qszfloodneg	qszfloodpos	qgihbpos	qgihbneg	qirrwell	qszdrtoMouse	qszMousepos	qszMouseneg	qSzExtSink	qSzExtSource	cross time step	Error
 1989  1  2  6  0	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    
 1989  1  9  6  0	   0.000000    	  -1.952542    	 -0.2282154    	   0.000000    	   0.000000    	  0.1262148E-09	 -0.2356044    	  0.3720863    	  -1.150200    	  0.2039074    	   0.000000    	  0.9854881E-01	   2.417588    	  0.3374629E-01	   0.000000    	 -0.1335669E-03	  0.4408133    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.4865680E-05
 1989  1 16  6  0	   0.000000    	  -5.027908    	 -0.7327415    	   0.000000    	   0.000000    	  0.1262148E-09	 -0.4692665    	  0.7437698    	 -0.7330377    	  0.4078148    	   0.000000    	  0.1889908    	   4.684458    	  0.6570226E-01	   0.000000    	 -0.2678783E-03	  0.8724836    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.2912555E-05
 1989  1 23  6  0	   0.000000    	  -5.491520    	 -0.7902930    	   0.000000    	   0.000000    	  0.3491944E-08	 -0.7013409    	   1.114815    	  -3.226494    	  0.6117222    	   0.000000    	  0.2711226    	   6.814670    	  0.9602245E-01	   0.000000    	 -0.3946309E-03	   1.301685    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.4523026E-05
 1989  1 30  6  0	   0.000000    	  -5.231839    	 -0.7911410    	   0.000000    	   0.000000    	  0.5174809E-08	 -0.9323063    	   1.482395    	  -6.051040    	  0.8156297    	   0.000000    	  0.3335053    	   8.540901    	  0.1213430    	   0.000000    	 -0.4994612E-03	   1.713039    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.1106771E-04
 1989  2  6  6  0	   0.000000    	  -5.096595    	  -1.031930    	   0.000000    	   0.000000    	  0.5174809E-08	  -1.162570    	   1.847893    	  -8.159106    	   1.019537    	   0.000000    	  0.3802925    	   9.954002    	  0.1418499    	   0.000000    	 -0.5862982E-03	   2.107206    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.4694353E-05
 1989  2 13  6  0	   0.000000    	  -5.046781    	  -1.109535    	   0.000000    	   0.000000    	  0.5511382E-08	  -1.392199    	   2.211746    	  -10.10045    	   1.223444    	   0.000000    	  0.4145097    	   11.15051    	  0.1586141    	   0.000000    	 -0.6607907E-03	   2.490801    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.1644737E-05
 1989  2 20  6  0	   0.000000    	  -9.180143    	  -2.218429    	   0.000000    	   0.000000    	  0.6184528E-08	  -1.620698    	   2.575406    	  -6.814374    	   1.427352    	   0.000000    	  0.4477707    	   12.34236    	  0.1738842    	   0.000000    	 -0.7334616E-03	   2.867603    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.5208333E-05
 1989  2 27  6  0	   0.000000    	  -12.57747    	  -2.966057    	   0.000000    	   0.000000    	  0.6352814E-08	  -1.847074    	   2.942266    	  -4.975549    	   1.631259    	   0.000000    	  0.4935634    	   13.85158    	  0.1911284    	   0.000000    	 -0.8249300E-03	   3.257173    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.7127193E-05
 1989  3  6  6  0	   0.000000    	  -16.09547    	  -3.505111    	   0.000000    	   0.000000    	  0.8708825E-08	  -2.071712    	   3.311901    	  -3.572006    	   1.835167    	   0.000000    	  0.5515997    	   15.68104    	  0.2096772    	   0.000000    	 -0.9299567E-03	   3.655832    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.6476151E-05
