SZ_DETAIL water balance	  - accumulated	 : 	 1989  1  2  6  0	 2022  7 11  6  0 		Data type:	Storage depth		[millimeter]                                                                                
 SM CI OL RIV SZ                                                                		Sub-catchment no.:	 15
Flow Result File : DK1_HIP_500m
Title : DK1_HIP_500m     Text :  
                     	qszprecip	qrech	qrechmp	qolszpos	qolszneg	qetsz	qszin	qszout	dszsto	qszabsex	qszdrin	qszdrout	qszdrtorivin	qszdrtorivex	qszdrtoM11HPoint	qszrivneg	qszrivpos	qszfloodneg	qszfloodpos	qgihbpos	qgihbneg	qirrwell	qszdrtoMouse	qszMousepos	qszMouseneg	qSzExtSink	qSzExtSource	cross time step	Error
 1989  1  2  6  0	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    
 1989  1  9  6  0	   0.000000    	  -1.905892    	 -0.1990902    	   0.000000    	   0.000000    	  0.2142616E-09	 -0.5008757    	  0.6868006    	 -0.7981492    	  0.8908944    	   0.000000    	  0.1066179    	  0.2823735    	   0.000000    	   0.000000    	 -0.7671407E-05	   1.437346    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1761168E-04
 1989  1 16  6  0	   0.000000    	  -5.612928    	 -0.7533965    	   0.000000    	   0.000000    	  0.5438949E-09	  -1.014584    	   1.389846    	  0.5520689    	   1.781789    	   0.000000    	  0.2087471    	  0.5765769    	   0.000000    	   0.000000    	 -0.1549405E-04	   2.871935    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.3769330E-04
 1989  1 23  6  0	   0.000000    	  -5.849463    	 -0.7782094    	   0.000000    	   0.000000    	  0.4268621E-02	  -1.533946    	   2.090332    	  -2.032182    	   2.672683    	   0.000000    	  0.2916244    	  0.8476892    	   0.000000    	   0.000000    	 -0.2306966E-04	   4.287305    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.7914519E-04
 1989  1 30  6  0	   0.000000    	  -5.496128    	 -0.7850471    	   0.000000    	   0.000000    	  0.1103816E-01	  -2.053697    	   2.784682    	  -4.948771    	   3.563577    	   0.000000    	  0.3387907    	   1.019866    	   0.000000    	   0.000000    	 -0.2972110E-04	   5.565878    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1605455E-03
 1989  2  6  6  0	   0.000000    	  -5.683702    	  -1.147558    	   0.000000    	   0.000000    	  0.1357499E-01	  -2.572867    	   3.474032    	  -6.823991    	   4.454472    	   0.000000    	  0.3769323    	   1.149195    	   0.000000    	   0.000000    	 -0.3537567E-04	   6.760137    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1884665E-03
 1989  2 13  6  0	   0.000000    	  -5.977822    	  -1.277419    	   0.000000    	   0.000000    	  0.1464299E-01	  -3.091975    	   4.160095    	  -8.770510    	   5.345366    	   0.000000    	  0.4176901    	   1.272232    	   0.000000    	   0.000000    	 -0.4066413E-04	   7.908006    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.2651417E-03
 1989  2 20  6  0	   0.000000    	  -10.45082    	  -2.277639    	  0.7176979E-03	 -0.1923797E-02	  0.1715454E-01	  -3.613173    	   4.847605    	  -5.785370    	   6.236260    	   0.000000    	  0.4840634    	   1.466435    	   0.000000    	   0.000000    	 -0.4611710E-04	   9.077013    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.2696521E-03
 1989  2 27  6  0	   0.000000    	  -14.64472    	  -3.162518    	  0.7176979E-03	 -0.4324680E-02	  0.1715455E-01	  -4.138480    	   5.539833    	  -3.424452    	   7.127155    	   0.000000    	  0.5781105    	   1.758619    	   0.000000    	   0.000000    	 -0.5211053E-04	   10.35322    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.2657861E-03
 1989  3  6  6  0	   0.000000    	  -17.53576    	  -3.654417    	  0.7176979E-03	 -0.5553583E-02	  0.1715455E-01	  -4.669304    	   6.238396    	  -3.051352    	   8.018049    	   0.000000    	  0.7068939    	   2.166701    	   0.000000    	   0.000000    	 -0.5898922E-04	   11.76880    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.2702964E-03
 1989  3 13  6  0	   0.000000    	  -17.60181    	  -4.343744    	  0.7176979E-03	 -0.7044370E-02	  0.2371574E-01	  -5.197485    	   6.929164    	  -5.017568    	   8.908943    	   0.000000    	  0.7890517    	   2.433337    	   0.000000    	   0.000000    	 -0.6524520E-04	   13.08308    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.2961770E-03
 1989  3 20  6  0	   0.000000    	  -26.22381    	  -5.735621    	  0.1144921E-02	 -0.7451588E-02	  0.3381444E-01	  -5.734264    	   7.629537    	   1.633067    	   9.799837    	   0.000000    	  0.9403601    	   3.083769    	   0.000000    	   0.000000    	 -0.7307621E-04	   14.57999    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.3049828E-03
 1989  3 27  6  0	   0.000000    	  -37.91014    	  -8.004864    	  0.3194719E-02	 -0.7451588E-02	  0.8503519E-01	  -6.281415    	   8.341918    	   11.40595    	   10.69073    	   0.000000    	   1.161104    	   4.241580    	   0.000000    	   0.000000    	 -0.8347668E-04	   16.27474    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.2997208E-03
 1989  4  3  6  0	   0.000000    	  -36.83083    	  -8.448245    	  0.5136555E-02	 -0.7451588E-02	  0.1658411    	  -6.831489    	   9.053334    	   6.844429    	   11.58162    	   0.000000    	   1.324996    	   5.090786    	   0.000000    	   0.000000    	 -0.9502354E-04	   18.05226    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.3044459E-03
 1989  4 10  6  0	   0.000000    	  -35.83529    	  -9.337927    	  0.5189059E-02	 -0.8122377E-02	  0.1783831    	  -7.376140    	   9.753643    	   3.574101    	   12.47252    	   0.000000    	   1.416283    	   5.528430    	   0.000000    	   0.000000    	 -0.1038681E-03	   19.62938    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.3453608E-03
 1989  4 17  6  0	   0.000000    	  -34.69150    	  -9.408161    	  0.5189059E-02	 -0.1007936E-01	  0.3204340    	  -7.916140    	   10.44585    	 -0.4656990    	   13.36341    	   0.000000    	   1.477137    	   5.810237    	   0.000000    	   0.000000    	 -0.1108924E-03	   21.06983    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.4154854E-03
 1989  4 24  6  0	   0.000000    	  -34.00938    	  -10.63328    	  0.5189059E-02	 -0.1280234E-01	  0.3449599    	  -8.452651    	   11.13059    	  -2.555269    	   14.25431    	   0.000000    	   1.525440    	   6.015536    	   0.000000    	   0.000000    	 -0.1170128E-03	   22.38791    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.4257947E-03
 1989  5  1  6  0	   0.000000    	  -33.59110    	  -12.21196    	  0.5189059E-02	 -0.1592107E-01	  0.4071923    	  -8.987642    	   11.81234    	  -4.020773    	   15.14520    	   0.000000    	   1.577437    	   6.215806    	   0.000000    	   0.000000    	 -0.1224925E-03	   23.66477    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.4276203E-03
 1989  5  8  6  0	   0.000000    	  -32.53734    	  -12.21199    	  0.5189059E-02	 -0.1592107E-01	  0.8509465    	  -9.519897    	   12.48941    	  -7.936751    	   16.03609    	   0.000000    	   1.620249    	   6.359168    	   0.000000    	   0.000000    	 -0.1270033E-03	   24.86545    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.4492697E-02
 1989  5 15  6  0	   0.000000    	  -31.34397    	  -13.48356    	  0.5189059E-02	 -0.1592107E-01	   1.027749    	  -10.05029    	   13.16048    	  -10.31427    	   16.92699    	   0.000000    	   1.654550    	   6.454126    	   0.000000    	   0.000000    	 -0.1313292E-03	   25.98359    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.4529961E-02
 1989  5 22  6  0	   0.000000    	  -30.99938    	  -13.48356    	  0.5189059E-02	 -0.1592107E-01	   2.171891    	  -10.57971    	   13.82773    	  -13.99299    	   17.81788    	   0.000000    	   1.679547    	   6.521452    	   0.000000    	   0.000000    	 -0.1349549E-03	   27.05255    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.4564540E-02
 1989  5 29  6  0	   0.000000    	  -30.67112    	  -13.48356    	  0.5189059E-02	 -0.1592107E-01	   4.248731    	  -11.10718    	   14.48869    	  -18.47129    	   18.70878    	   0.000000    	   1.690593    	   6.560511    	   0.000000    	   0.000000    	 -0.1384678E-03	   28.05131    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.4610932E-02
 1989  6  5  6  0	   0.000000    	  -30.26023    	  -14.11429    	  0.5189059E-02	 -0.1592107E-01	   5.430025    	  -11.63344    	   15.14399    	  -21.43163    	   19.59967    	   0.000000    	   1.701403    	   6.587211    	   0.000000    	   0.000000    	 -0.1419094E-03	   28.99278    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.4628866E-02
 1989  6 12  6  0	   0.000000    	  -29.60152    	  -15.69094    	  0.5189059E-02	 -0.1592107E-01	   5.951546    	  -12.15936    	   15.79779    	  -23.02097    	   20.49056    	   0.000000    	   1.713876    	   6.616010    	   0.000000    	   0.000000    	 -0.1455613E-03	   29.91850    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.4637672E-02
 1989  6 19  6  0	   0.000000    	  -29.71092    	  -15.69125    	  0.5189059E-02	 -0.1592107E-01	   8.079337    	  -12.68393    	   16.44929    	  -26.98052    	   21.38146    	   0.000000    	   1.726003    	   6.640661    	   0.000000    	   0.000000    	 -0.1488534E-03	   30.80551    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.4770887E-02
 1989  6 26  6  0	   0.000000    	  -30.14314    	  -15.69305    	  0.5189059E-02	 -0.1592107E-01	   10.22404    	  -13.20651    	   17.09631    	  -30.56009    	   22.27235    	   0.000000    	   1.736812    	   6.658705    	   0.000000    	   0.000000    	 -0.4341659E-03	   31.63066    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.4920854E-02
