SZ_DETAIL water balance	  - accumulated	 : 	 1989  1  2  6  0	 2022  7 11  6  0 		Data type:	Storage depth		[millimeter]                                                                                
 SM CI OL RIV SZ                                                                		Sub-catchment no.:	 22
Flow Result File : DK1_HIP_500m
Title : DK1_HIP_500m     Text :  
                     	qszprecip	qrech	qrechmp	qolszpos	qolszneg	qetsz	qszin	qszout	dszsto	qszabsex	qszdrin	qszdrout	qszdrtorivin	qszdrtorivex	qszdrtoM11HPoint	qszrivneg	qszrivpos	qszfloodneg	qszfloodpos	qgihbpos	qgihbneg	qirrwell	qszdrtoMouse	qszMousepos	qszMouseneg	qSzExtSink	qSzExtSource	cross time step	Error
 1989  1  2  6  0	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    
 1989  1  9  6  0	   0.000000    	  -2.179485    	 -0.2200636    	   0.000000    	   0.000000    	  0.5371901E-02	  -1.239557    	  0.5647219    	 -0.8834614    	   2.552630    	   0.000000    	   0.000000    	  0.8661875    	  0.3017524E-01	   0.000000    	 -0.7066011E-04	  0.5049229    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1371528E-02
 1989  1 16  6  0	   0.000000    	  -6.068033    	 -0.7813647    	  0.1274105E-02	 -0.3147907E-02	  0.1039077E-01	  -2.474245    	   1.130275    	  0.3219010    	   5.105260    	   0.000000    	   0.000000    	   1.706864    	  0.5979233E-01	   0.000000    	 -0.1441489E-03	  0.9952165    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.4040006E-02
 1989  1 23  6  0	   0.000000    	  -6.610296    	 -0.8223531    	  0.1274105E-02	 -0.8789051E-02	  0.1791376E-01	  -3.708664    	   1.694324    	  -2.286845    	   7.657891    	   0.000000    	   0.000000    	   2.502556    	  0.8859274E-01	   0.000000    	 -0.2169627E-03	   1.480231    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.5617150E-02
 1989  1 30  6  0	   0.000000    	  -6.294976    	 -0.8294626    	  0.1274105E-02	 -0.8789051E-02	  0.3847380E-01	  -4.942270    	   2.252162    	  -5.603247    	   10.21052    	   0.000000    	   0.000000    	   3.135757    	  0.1142055    	   0.000000    	 -0.2807927E-03	   1.932559    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.5924517E-02
 1989  2  6  6  0	   0.000000    	  -6.449853    	  -1.160877    	  0.1274105E-02	 -0.8789051E-02	  0.4642784E-01	  -6.175775    	   2.806084    	  -7.957193    	   12.76315    	   0.000000    	   0.000000    	   3.635958    	  0.1370357    	   0.000000    	 -0.4148369E-03	   2.368987    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.6014644E-02
 1989  2 13  6  0	   0.000000    	  -6.738590    	  -1.250538    	  0.1274105E-02	 -0.8789051E-02	  0.5093552E-01	  -7.408941    	   3.358214    	  -10.32811    	   15.31578    	   0.000000    	   0.000000    	   4.064200    	  0.1580657    	   0.000000    	 -0.5111045E-03	   2.793605    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.6597978E-02
 1989  2 20  6  0	   0.000000    	  -10.81285    	  -2.242676    	  0.1274105E-02	 -0.8789051E-02	  0.6994249E-01	  -8.642717    	   3.911958    	  -8.039409    	   17.86841    	   0.000000    	   0.000000    	   4.509790    	  0.1783606    	   0.000000    	 -0.5669128E-03	   3.214208    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.6936746E-02
 1989  2 27  6  0	   0.000000    	  -15.12360    	  -3.149175    	  0.1274105E-02	 -0.8789051E-02	  0.1001369    	  -9.878614    	   4.470138    	  -5.742352    	   20.42104    	   0.000000    	   0.000000    	   5.057049    	  0.1999202    	   0.000000    	 -0.6280518E-03	   3.660687    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.7083636E-02
 1989  3  6  6  0	   0.000000    	  -18.17526    	  -3.632930    	  0.1274105E-02	 -0.8789051E-02	  0.1241165    	  -11.11802    	   5.035177    	  -5.292888    	   22.97367    	   0.000000    	   0.000000    	   5.738676    	  0.2232710    	   0.000000    	 -0.6983299E-03	   4.139476    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.7074125E-02
 1989  3 13  6  0	   0.000000    	  -18.14509    	  -4.263661    	  0.1274105E-02	 -0.8789051E-02	  0.1934586    	  -12.35711    	   5.596522    	  -7.699666    	   25.52630    	   0.000000    	   0.000000    	   6.332608    	  0.2453348    	   0.000000    	 -0.7625498E-03	   4.586767    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.7177084E-02
 1989  3 20  6  0	   0.000000    	  -26.73127    	  -5.634558    	  0.1274105E-02	 -0.8789051E-02	  0.2798102    	  -13.60011    	   6.166315    	  -1.115708    	   28.07893    	   0.000000    	   0.000000    	   7.224186    	  0.2712381    	   0.000000    	 -0.8344552E-03	   5.076715    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.7197012E-02
 1989  3 27  6  0	   0.000000    	  -38.73047    	  -7.913006    	  0.9099928E-02	 -0.1295174E-01	  0.3624807    	  -14.84768    	   6.747996    	   9.305267    	   30.63156    	   0.000000    	   0.000000    	   8.530463    	  0.3021169    	   0.000000    	 -0.9234125E-03	   5.623264    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.7218600E-02
 1989  4  3  6  0	   0.000000    	  -38.28119    	  -8.304492    	  0.9099928E-02	 -0.1591234E-01	  0.5545644    	  -16.09782    	   7.333522    	   5.259912    	   33.18419    	   0.000000    	   0.000000    	   9.843587    	  0.3345720    	   0.000000    	 -0.1020050E-02	   6.190743    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.9758002E-02
 1989  4 10  6  0	   0.000000    	  -37.37475    	  -9.180542    	  0.9099928E-02	 -0.1591234E-01	  0.7059054    	  -17.34782    	   7.909144    	   1.677869    	   35.73682    	   0.000000    	   0.000000    	   10.82319    	  0.3633353    	   0.000000    	 -0.1097127E-02	   6.704516    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.9765249E-02
