SZ_DETAIL water balance	  - accumulated	 : 	 1989  1  2  6  0	 2022  7 11  6  0 		Data type:	Storage depth		[millimeter]                                                                                
 SM CI OL RIV SZ                                                                		Sub-catchment no.:	  5
Flow Result File : DK1_HIP_500m
Title : DK1_HIP_500m     Text :  
                     	qszprecip	qrech	qrechmp	qolszpos	qolszneg	qetsz	qszin	qszout	dszsto	qszabsex	qszdrin	qszdrout	qszdrtorivin	qszdrtorivex	qszdrtoM11HPoint	qszrivneg	qszrivpos	qszfloodneg	qszfloodpos	qgihbpos	qgihbneg	qirrwell	qszdrtoMouse	qszMousepos	qszMouseneg	qSzExtSink	qSzExtSource	cross time step	Error
 1989  1  2  6  0	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    
 1989  1  9  6  0	   0.000000    	  -2.039242    	 -0.2167528    	  0.2876370E-01	   0.000000    	  0.7936458E-03	  -2.729960    	   3.047815    	  -2.936352    	   1.809515    	   0.000000    	   0.000000    	  0.6557577    	   0.000000    	   0.000000    	 -0.5334836E-03	   2.380172    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.2436756E-04
 1989  1 16  6  0	   0.000000    	  -8.167530    	  -1.040917    	  0.5373311E-01	 -0.2336399E-03	  0.7936460E-03	  -5.519883    	   6.034833    	 -0.8972951    	   3.619030    	   0.000000    	   0.000000    	   1.330467    	   0.000000    	   0.000000    	 -0.1086563E-02	   4.588111    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.2095734E-04
 1989  1 23  6  0	   0.000000    	  -8.627526    	  -1.044293    	  0.7770090E-01	 -0.2082733E-02	  0.2010303E-01	  -8.288630    	   8.909933    	  -5.284670    	   5.428545    	   0.000000    	   0.000000    	   2.004999    	   0.000000    	   0.000000    	 -0.1657473E-02	   6.807769    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1895461E-03
 1989  1 30  6  0	   0.000000    	  -8.470803    	  -1.260132    	  0.9932269E-01	 -0.5120072E-02	  0.3576130E-01	  -11.02354    	   11.65939    	  -9.550907    	   7.238060    	   0.000000    	   0.000000    	   2.557464    	   0.000000    	   0.000000    	 -0.2093791E-02	   8.722731    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1332465E-03
 1989  2  6  6  0	   0.000000    	  -9.467052    	  -1.681271    	  0.1187329    	 -0.8970872E-02	  0.4122027E-01	  -13.72751    	   14.30877    	  -12.10353    	   9.047575    	   0.000000    	   0.000000    	   3.025748    	   0.000000    	   0.000000    	 -0.2425417E-02	   10.44897    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.2550223E-03
 1989  2 13  6  0	   0.000000    	  -11.47707    	  -2.026831    	  0.1371381    	 -0.1408697E-01	  0.4122027E-01	  -16.40871    	   16.89773    	  -13.68393    	   10.85709    	   0.000000    	   0.000000    	   3.488111    	   0.000000    	   0.000000    	 -0.2819548E-02	   12.19248    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.3191344E-03
 1989  2 20  6  0	   0.000000    	  -26.51982    	  -3.989611    	  0.1579216    	 -0.2129465E-01	  0.6237150E-01	  -19.08446    	   19.52151    	  -1.436594    	   12.66660    	   0.000000    	   0.000000    	   4.269279    	   0.000000    	   0.000000    	 -0.3384590E-02	   14.37810    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.6170635E-03
 1989  2 27  6  0	   0.000000    	  -28.75110    	  -4.633014    	  0.1802669    	 -0.3068905E-01	  0.1144594    	  -21.75109    	   22.14031    	  -3.741519    	   14.47612    	   0.000000    	   0.000000    	   5.149622    	   0.000000    	   0.000000    	 -0.4006518E-02	   16.85139    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.7434896E-03
 1989  3  6  6  0	   0.000000    	  -35.04396    	  -5.491539    	  0.2028900    	 -0.4172648E-01	  0.1546346    	  -24.40791    	   24.73497    	  -1.748569    	   16.28564    	   0.000000    	   0.000000    	   6.088153    	   0.000000    	   0.000000    	 -0.4622755E-02	   19.27271    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.6548239E-03
 1989  3 13  6  0	   0.000000    	  -36.72260    	  -6.411792    	  0.2242194    	 -0.5357162E-01	  0.2611791    	  -27.04768    	   27.27030    	  -3.965501    	   18.09515    	   0.000000    	   0.000000    	   6.892444    	   0.000000    	   0.000000    	 -0.5220616E-02	   21.46388    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.8133061E-03
 1989  3 20  6  0	   0.000000    	  -50.03444    	  -8.185763    	  0.2615286    	 -0.9212667E-01	  0.3104142    	  -29.69512    	   29.87137    	   5.399382    	   19.90466    	   0.000000    	   0.000000    	   8.133148    	   0.000000    	   0.000000    	 -0.5856706E-02	   24.14110    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.8301154E-02
 1989  3 27  6  0	   0.000000    	  -67.49666    	  -11.05185    	  0.3130736    	 -0.1632105    	  0.3280366    	  -32.35360    	   32.52868    	   19.19388    	   21.71418    	   0.000000    	   0.000000    	   9.827988    	   0.000000    	   0.000000    	 -0.6606078E-02	   27.17436    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.8269842E-02
 1989  4  3  6  0	   0.000000    	  -67.26384    	  -11.97228    	  0.3514901    	 -0.1991397    	  0.4329671    	  -35.01371    	   35.17992    	   13.22619    	   23.52369    	   0.000000    	   0.000000    	   11.41262    	   0.000000    	   0.000000    	 -0.7332343E-02	   30.34071    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1128200E-01
 1989  4 10  6  0	   0.000000    	  -66.27528    	  -12.50200    	  0.3782046    	 -0.2189703    	  0.6176333    	  -37.65599    	   37.73056    	   7.138889    	   25.33321    	   0.000000    	   0.000000    	   12.57440    	   0.000000    	   0.000000    	 -0.7997059E-02	   32.89884    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1149684E-01
 1989  4 17  6  0	   0.000000    	  -65.16090    	  -12.52038    	  0.3887219    	 -0.2384794    	  0.8951000    	  -40.28191    	   40.21503    	   1.078198    	   27.14272    	   0.000000    	   0.000000    	   13.40039    	   0.000000    	   0.000000    	 -0.8619491E-02	   35.10324    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1311458E-01
 1989  4 24  6  0	   0.000000    	  -64.52637    	  -13.71973    	  0.3887219    	 -0.2583296    	  0.9951789    	  -42.89518    	   42.65511    	  -2.731709    	   28.95224    	   0.000000    	   0.000000    	   14.03698    	   0.000000    	   0.000000    	 -0.9205056E-02	   37.12535    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1305407E-01
