SZ_DETAIL water balance	  - accumulated	 : 	 1989  1  2  6  0	 2022  7 11  6  0 		Data type:	Storage depth		[millimeter]                                                                                
 SM CI OL RIV SZ                                                                		Sub-catchment no.:	  8
Flow Result File : DK1_HIP_500m
Title : DK1_HIP_500m     Text :  
                     	qszprecip	qrech	qrechmp	qolszpos	qolszneg	qetsz	qszin	qszout	dszsto	qszabsex	qszdrin	qszdrout	qszdrtorivin	qszdrtorivex	qszdrtoM11HPoint	qszrivneg	qszrivpos	qszfloodneg	qszfloodpos	qgihbpos	qgihbneg	qirrwell	qszdrtoMouse	qszMousepos	qszMouseneg	qSzExtSink	qSzExtSource	cross time step	Error
 1989  1  2  6  0	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    
 1989  1  9  6  0	   0.000000    	  -2.024314    	 -0.2202462    	   0.000000    	   0.000000    	  0.7435913E-10	  -1.653946    	   1.159259    	  -2.235273    	   2.412963    	   0.000000    	   0.000000    	  0.3362355    	   0.000000    	   0.000000    	 -0.2102643E-02	   2.227415    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.1017442E-04
 1989  1 16  6  0	   0.000000    	  -6.277453    	 -0.8349252    	   0.000000    	   0.000000    	  0.7435913E-10	  -3.315740    	   2.323001    	  -1.810897    	   4.825926    	   0.000000    	   0.000000    	  0.7082189    	   0.000000    	   0.000000    	 -0.4207156E-02	   4.386131    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.5353682E-04
 1989  1 23  6  0	   0.000000    	  -6.220922    	 -0.8380176    	   0.000000    	   0.000000    	  0.7435913E-10	  -4.973441    	   3.481622    	  -6.162584    	   7.238889    	   0.000000    	   0.000000    	   1.047196    	   0.000000    	   0.000000    	 -0.6313452E-02	   6.433857    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.2845204E-03
 1989  1 30  6  0	   0.000000    	  -5.804381    	 -0.8843111    	   0.000000    	   0.000000    	  0.1561542E-08	  -6.618906    	   4.628725    	  -10.46730    	   9.651852    	   0.000000    	   0.000000    	   1.298953    	   0.000000    	   0.000000    	 -0.8494825E-02	   8.204322    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.4611192E-03
 1989  2  6  6  0	   0.000000    	  -5.678175    	  -1.254865    	   0.000000    	   0.000000    	  0.1858978E-08	  -8.254498    	   5.765801    	  -13.95710    	   12.06481    	   0.000000    	   0.000000    	   1.510716    	   0.000000    	   0.000000    	 -0.1072753E-01	   9.814594    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.5633479E-03
 1989  2 13  6  0	   0.000000    	  -5.980719    	  -1.471905    	   0.000000    	   0.000000    	  0.1858978E-08	  -9.883471    	   6.895434    	  -17.09239    	   14.47778    	   0.000000    	   0.000000    	   1.728519    	   0.000000    	   0.000000    	 -0.1290366E-01	   11.34027    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.6127665E-03
 1989  2 20  6  0	   0.000000    	  -14.65312    	  -2.800697    	   0.000000    	   0.000000    	  0.2453851E-08	  -11.52559    	   8.030241    	  -11.05657    	   16.89074    	   0.000000    	   0.000000    	   2.082369    	   0.000000    	   0.000000    	 -0.1503973E-01	   13.04826    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.6078004E-03
 1989  2 27  6  0	   0.000000    	  -20.73386    	  -3.866479    	   0.000000    	   0.000000    	  0.5130780E-08	  -13.18874    	   9.177027    	  -8.436674    	   19.30370    	   0.000000    	   0.000000    	   2.625580    	   0.000000    	   0.000000    	 -0.1717666E-01	   15.13722    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.6002907E-03
 1989  3  6  6  0	   0.000000    	  -26.23326    	  -4.631781    	   0.000000    	   0.000000    	  0.5725653E-08	  -14.87674    	   10.33746    	  -7.214272    	   21.71667    	   0.000000    	   0.000000    	   3.405568    	   0.000000    	   0.000000    	 -0.1931450E-01	   17.51631    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.6326308E-03
