SZ_DETAIL water balance	  - accumulated	 : 	 1989  1  2  6  0	 2022  7 11  6  0 		Data type:	Storage depth		[millimeter]                                                                                
 SM CI OL RIV SZ                                                                		Sub-catchment no.:	 32
Flow Result File : DK1_HIP_500m
Title : DK1_HIP_500m     Text :  
                     	qszprecip	qrech	qrechmp	qolszpos	qolszneg	qetsz	qszin	qszout	dszsto	qszabsex	qszdrin	qszdrout	qszdrtorivin	qszdrtorivex	qszdrtoM11HPoint	qszrivneg	qszrivpos	qszfloodneg	qszfloodpos	qgihbpos	qgihbneg	qirrwell	qszdrtoMouse	qszMousepos	qszMouseneg	qSzExtSink	qSzExtSource	cross time step	Error
 1989  1  2  6  0	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    
 1989  1  9  6  0	   0.000000    	  -2.400842    	 -0.2389676    	   0.000000    	   0.000000    	  0.3836931E-09	  -1.684286    	   1.827032    	  -1.170240    	   1.212537    	   0.000000    	  0.1929507E-02	  0.2761617    	   0.000000    	   0.000000    	 -0.4179446E-03	   2.177157    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.6463542E-04
 1989  1 16  6  0	   0.000000    	  -6.323704    	 -0.8298557    	   0.000000    	   0.000000    	  0.3836931E-09	  -3.491839    	   3.600065    	 -0.3023053    	   2.425074    	   0.000000    	  0.2831848E-02	  0.5775608    	   0.000000    	   0.000000    	 -0.8565014E-03	   4.343261    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.2325521E-03
 1989  1 23  6  0	   0.000000    	  -6.554752    	 -0.8567008    	   0.000000    	   0.000000    	  0.3836931E-09	  -5.313592    	   5.345337    	  -3.499633    	   3.637611    	   0.000000    	  0.2907782E-02	  0.8611733    	   0.000000    	   0.000000    	 -0.1292189E-02	   6.379534    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.5929167E-03
 1989  1 30  6  0	   0.000000    	  -6.020813    	 -0.8722172    	   0.000000    	   0.000000    	  0.3197443E-08	  -7.133112    	   7.044121    	  -7.120916    	   4.850149    	   0.000000    	  0.2907782E-02	   1.070706    	   0.000000    	   0.000000    	 -0.1711937E-02	   8.181711    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.8216667E-03
 1989  2  6  6  0	   0.000000    	  -6.504649    	  -1.263016    	   0.000000    	   0.000000    	  0.3581136E-08	  -8.939210    	   8.746183    	  -9.230254    	   6.062686    	   0.000000    	  0.2907782E-02	   1.237954    	   0.000000    	   0.000000    	 -0.2127884E-02	   9.890450    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.9209375E-03
 1989  2 13  6  0	   0.000000    	  -6.894825    	  -1.404487    	   0.000000    	   0.000000    	  0.3581136E-08	  -10.73637    	   10.48321    	  -11.67663    	   7.275223    	   0.000000    	  0.2907782E-02	   1.394441    	   0.000000    	   0.000000    	 -0.2539533E-02	   11.56019    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1120417E-02
 1989  2 20  6  0	   0.000000    	  -11.60684    	  -2.444312    	   0.000000    	   0.000000    	  0.5115908E-08	  -12.54741    	   12.22616    	  -9.114643    	   8.487761    	   0.000000    	  0.2907782E-02	   1.597203    	   0.000000    	   0.000000    	 -0.2961247E-02	   13.40322    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1099635E-02
 1989  2 27  6  0	   0.000000    	  -19.04596    	  -3.779422    	   0.000000    	   0.000000    	  0.6139090E-08	  -14.36279    	   13.96432    	  -3.670318    	   9.700297    	   0.000000    	  0.2907782E-02	   1.881024    	   0.000000    	   0.000000    	 -0.3392412E-02	   15.31442    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1079740E-02
 1989  3  6  6  0	   0.000000    	  -24.76505    	  -4.572299    	   0.000000    	   0.000000    	  0.6906476E-08	  -16.18655    	   15.72680    	  -1.462645    	   10.91284    	   0.000000    	  0.2907782E-02	   2.505507    	   0.000000    	   0.000000    	 -0.3857237E-02	   17.84351    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1159844E-02
