SZ_DETAIL water balance	  - accumulated	 : 	 1989  1  2  6  0	 2022  7 11  6  0 		Data type:	Storage depth		[millimeter]                                                                                
 SM CI OL RIV SZ                                                                		Sub-catchment no.:	 27
Flow Result File : DK1_HIP_500m
Title : DK1_HIP_500m     Text :  
                     	qszprecip	qrech	qrechmp	qolszpos	qolszneg	qetsz	qszin	qszout	dszsto	qszabsex	qszdrin	qszdrout	qszdrtorivin	qszdrtorivex	qszdrtoM11HPoint	qszrivneg	qszrivpos	qszfloodneg	qszfloodpos	qgihbpos	qgihbneg	qirrwell	qszdrtoMouse	qszMousepos	qszMouseneg	qSzExtSink	qSzExtSource	cross time step	Error
 1989  1  2  6  0	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    
 1989  1  9  6  0	   0.000000    	  -1.610124    	 -0.1761050    	  0.5607063E-01	 -0.7022158E-03	  0.5097928E-02	 -0.1913327    	  0.1962703    	  -1.153933    	  0.3949434    	   0.000000    	  0.6781721    	   1.162090    	  0.9556162E-01	   0.000000    	 -0.4818416E-04	  0.5444338    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.3945211E-03
 1989  1 16  6  0	   0.000000    	  -4.765103    	 -0.6453517    	  0.1098262    	 -0.6129203E-02	  0.6260451E-02	 -0.3806642    	  0.4229765    	 -0.3304418    	  0.7898868    	   0.000000    	   1.297959    	   2.237566    	  0.1884845    	   0.000000    	 -0.1387794E-03	   1.075343    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.4728896E-03
 1989  1 23  6  0	   0.000000    	  -5.502469    	 -0.7234828    	  0.1624145    	 -0.1238918E-01	  0.9344197E-02	 -0.5732849    	  0.6072861    	  -2.201263    	   1.184830    	   0.000000    	   1.884633    	   3.277825    	  0.2815236    	   0.000000    	 -0.2470012E-03	   1.605753    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.4729301E-03
 1989  1 30  6  0	   0.000000    	  -5.112617    	 -0.7237072    	  0.2133889    	 -0.1723476E-01	  0.2770777E-01	 -0.7594099    	  0.7858039    	  -4.941930    	   1.579774    	   0.000000    	   2.349932    	   4.119676    	  0.3653467    	   0.000000    	 -0.3828344E-03	   2.114883    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1229058E-02
 1989  2  6  6  0	   0.000000    	  -4.865916    	 -0.9377660    	  0.2624898    	 -0.1723476E-01	  0.4241258E-01	 -0.9463955    	  0.9604605    	  -7.040473    	   1.974717    	   0.000000    	   2.724771    	   4.807116    	  0.4369135    	   0.000000    	 -0.5381157E-03	   2.601117    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1673133E-02
 1989  2 13  6  0	   0.000000    	  -4.839594    	  -1.011940    	  0.3105149    	 -0.1723476E-01	  0.4895230E-01	  -1.133337    	   1.130268    	  -8.872934    	   2.369661    	   0.000000    	   3.038996    	   5.406502    	  0.5025038    	   0.000000    	 -0.6961218E-03	   3.070012    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1673011E-02
 1989  2 20  6  0	   0.000000    	  -9.119263    	  -2.069127    	  0.3600301    	 -0.1739636E-01	  0.7229757E-01	  -1.319340    	   1.348213    	  -5.507973    	   2.764604    	   0.000000    	   3.358084    	   6.033483    	  0.5718558    	   0.000000    	 -0.8530191E-03	   3.527059    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1673620E-02
 1989  2 27  6  0	   0.000000    	  -12.05164    	  -2.726903    	  0.4114158    	 -0.2010695E-01	  0.9609424E-01	  -1.502915    	   1.528271    	  -4.203327    	   3.159548    	   0.000000    	   3.778756    	   6.874515    	  0.6592127    	   0.000000    	 -0.1000053E-02	   4.000305    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.2223701E-02
 1989  3  6  6  0	   0.000000    	  -14.92028    	  -3.190512    	  0.4601508    	 -0.2568154E-01	  0.1141182    	  -1.684302    	   1.725410    	  -3.279090    	   3.554491    	   0.000000    	   4.225049    	   7.787078    	  0.7558595    	   0.000000    	 -0.1144449E-02	   4.481076    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.2221997E-02
 1989  3 13  6  0	   0.000000    	  -15.59376    	  -3.898731    	  0.5082338    	 -0.3109916E-01	  0.2071049    	  -1.865632    	   1.910051    	  -4.234640    	   3.949435    	   0.000000    	   4.625125    	   8.621916    	  0.8509955    	   0.000000    	 -0.1296344E-02	   4.954521    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.2221713E-02
 1989  3 20  6  0	   0.000000    	  -24.02829    	  -5.167513    	  0.5612382    	 -0.4104872E-01	  0.3487511    	  -2.042865    	   2.170492    	   2.297874    	   4.344378    	   0.000000    	   5.230705    	   9.907979    	  0.9675154    	   0.000000    	 -0.1424663E-02	   5.454429    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.2213758E-02
 1989  3 27  6  0	   0.000000    	  -34.84349    	  -7.223263    	  0.6246648    	 -0.6045765E-01	  0.5538472    	  -2.215270    	   2.471716    	   11.15733    	   4.739322    	   0.000000    	   6.020210    	   11.67308    	   1.114392    	   0.000000    	 -0.1521680E-02	   5.993254    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.3817045E-02
 1989  4  3  6  0	   0.000000    	  -34.01648    	  -7.671432    	  0.6782855    	 -0.7204973E-01	   1.026600    	  -2.395603    	   2.677705    	   6.658386    	   5.134265    	   0.000000    	   6.779400    	   13.38712    	   1.263196    	   0.000000    	 -0.1593307E-02	   6.559958    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.7749431E-02
 1989  4 10  6  0	   0.000000    	  -32.91212    	  -8.422379    	  0.7256194    	 -0.7546820E-01	   1.353392    	  -2.583559    	   2.880816    	   2.965435    	   5.529208    	   0.000000    	   7.376274    	   14.69543    	   1.378076    	   0.000000    	 -0.1707553E-02	   7.098736    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.7748944E-02
