SZ_DETAIL water balance	  - accumulated	 : 	 1989  1  2  6  0	 2022  7 11  6  0 		Data type:	Storage depth		[millimeter]                                                                                
 SM CI OL RIV SZ                                                                		Sub-catchment no.:	 14
Flow Result File : DK1_HIP_500m
Title : DK1_HIP_500m     Text :  
                     	qszprecip	qrech	qrechmp	qolszpos	qolszneg	qetsz	qszin	qszout	dszsto	qszabsex	qszdrin	qszdrout	qszdrtorivin	qszdrtorivex	qszdrtoM11HPoint	qszrivneg	qszrivpos	qszfloodneg	qszfloodpos	qgihbpos	qgihbneg	qirrwell	qszdrtoMouse	qszMousepos	qszMouseneg	qSzExtSink	qSzExtSource	cross time step	Error
 1989  1  2  6  0	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    
 1989  1  9  6  0	   0.000000    	  -2.831928    	 -0.2605516    	  0.2287357E-01	 -0.1036244E-03	  0.2561741E-02	 -0.2885477    	  0.6577041    	 -0.2745141    	  0.4956411    	   0.000000    	   0.000000    	  0.8944377    	  0.1032742    	   0.000000    	 -0.1547696E-01	   1.494649    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1996964E-04
 1989  1 16  6  0	   0.000000    	  -9.470875    	 -0.9606640    	  0.5194841E-01	 -0.1557510E-02	  0.1304085E-01	 -0.5804412    	   1.324548    	   3.537296    	  0.9912821    	   0.000000    	   0.000000    	   1.927392    	  0.2113674    	   0.000000    	 -0.2732763E-01	   2.984082    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.9251988E-04
 1989  1 23  6  0	   0.000000    	  -11.09875    	 -0.9623814    	  0.8913530E-01	 -0.4146377E-02	  0.1056548    	 -0.8731269    	   1.981362    	   1.623479    	   1.486923    	   0.000000    	   0.000000    	   2.892500    	  0.3103772    	   0.000000    	 -0.3683361E-01	   4.486199    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.3883741E-03
 1989  1 30  6  0	   0.000000    	  -11.45201    	  -1.150553    	  0.1322393    	 -0.4442464E-02	  0.2081416    	  -1.158931    	   2.626211    	  -1.082200    	   1.982564    	   0.000000    	   0.000000    	   3.644567    	  0.3930691    	   0.000000    	 -0.4345932E-01	   5.905341    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.5411955E-03
 1989  2  6  6  0	   0.000000    	  -12.32092    	  -1.534870    	  0.1843124    	 -0.4821135E-02	  0.3232369    	  -1.440092    	   3.261472    	  -2.900133    	   2.478205    	   0.000000    	   0.000000    	   4.299111    	  0.4681384    	   0.000000    	 -0.4906264E-01	   7.236090    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.6637091E-03
 1989  2 13  6  0	   0.000000    	  -13.87172    	  -1.824611    	  0.2506621    	 -0.5491704E-02	  0.3715889    	  -1.718976    	   3.892690    	  -4.101642    	   2.973846    	   0.000000    	   0.000000    	   5.005369    	  0.5499997    	   0.000000    	 -0.5300964E-01	   8.532061    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.7665672E-03
 1989  2 20  6  0	   0.000000    	  -25.42028    	  -3.343781    	  0.3588561    	 -0.8061171E-02	  0.5690475    	  -2.006820    	   4.547554    	   4.985428    	   3.469487    	   0.000000    	   0.000000    	   6.310539    	  0.6663984    	   0.000000    	 -0.5747114E-01	   9.930209    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1100633E-02
 1989  2 27  6  0	   0.000000    	  -30.18505    	  -4.156728    	  0.4880255    	 -0.1573804E-01	  0.7605951    	  -2.300061    	   5.201180    	   6.319705    	   3.965128    	   0.000000    	   0.000000    	   7.721906    	  0.7981659    	   0.000000    	 -0.6110283E-01	   11.46581    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1837940E-02
 1989  3  6  6  0	   0.000000    	  -36.17443    	  -4.943895    	  0.6230268    	 -0.4139175E-01	  0.8219084    	  -2.599293    	   5.862233    	   8.582202    	   4.460770    	   0.000000    	   0.000000    	   9.412432    	  0.9543857    	   0.000000    	 -0.6392412E-01	   13.10807    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.2087207E-02
