SZ_DETAIL water balance	  - accumulated	 : 	 1989  1  2  6  0	 2022  7 11  6  0 		Data type:	Storage depth		[millimeter]                                                                                
 SM CI OL RIV SZ                                                                		Sub-catchment no.:	  9
Flow Result File : DK1_HIP_500m
Title : DK1_HIP_500m     Text :  
                     	qszprecip	qrech	qrechmp	qolszpos	qolszneg	qetsz	qszin	qszout	dszsto	qszabsex	qszdrin	qszdrout	qszdrtorivin	qszdrtorivex	qszdrtoM11HPoint	qszrivneg	qszrivpos	qszfloodneg	qszfloodpos	qgihbpos	qgihbneg	qirrwell	qszdrtoMouse	qszMousepos	qszMouseneg	qSzExtSink	qSzExtSource	cross time step	Error
 1989  1  2  6  0	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    
 1989  1  9  6  0	   0.000000    	  -2.131670    	 -0.2230137    	  0.1352154E-01	 -0.2949537E-03	  0.3316680E-02	 -0.7951346    	   1.278631    	  -1.207317    	  0.6507640    	   0.000000    	   0.000000    	  0.4530546    	  0.2053725E-01	   0.000000    	   0.000000    	   1.937667    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.6188553E-04
 1989  1 16  6  0	   0.000000    	  -6.437849    	 -0.8256547    	  0.2592920E-01	 -0.1123208E-01	  0.3316680E-02	  -1.589039    	   2.572567    	  0.1160050    	   1.301528    	   0.000000    	   0.000000    	  0.9441235    	  0.4246557E-01	   0.000000    	   0.000000    	   3.857900    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.6056882E-04
 1989  1 23  6  0	   0.000000    	  -6.509254    	 -0.8305941    	  0.3815315E-01	 -0.2280636E-01	  0.3316680E-02	  -2.378882    	   3.868574    	  -3.312447    	   1.952292    	   0.000000    	   0.000000    	   1.404974    	  0.6215899E-01	   0.000000    	   0.000000    	   5.724840    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.3247893E-03
 1989  1 30  6  0	   0.000000    	  -6.289237    	 -0.8639838    	  0.5010119E-01	 -0.2409101E-01	  0.1271898E-01	  -3.160706    	   5.156410    	  -6.774609    	   2.603056    	   0.000000    	   0.000000    	   1.749074    	  0.7598646E-01	   0.000000    	   0.000000    	   7.466098    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.8177668E-03
 1989  2  6  6  0	   0.000000    	  -6.357124    	  -1.228813    	  0.6186421E-01	 -0.2576436E-01	  0.1342161E-01	  -3.937090    	   6.435544    	  -9.438123    	   3.253820    	   0.000000    	   0.000000    	   2.031464    	  0.8444052E-01	   0.000000    	   0.000000    	   9.107348    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.9858672E-03
 1989  2 13  6  0	   0.000000    	  -6.622063    	  -1.440836    	  0.7349481E-01	 -0.2791714E-01	  0.1342161E-01	  -4.709933    	   7.709861    	  -11.98984    	   3.904584    	   0.000000    	   0.000000    	   2.304804    	  0.8908829E-01	   0.000000    	   0.000000    	   10.69652    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1182496E-02
 1989  2 20  6  0	   0.000000    	  -13.59335    	  -2.646239    	  0.8510426E-01	 -0.3022753E-01	  0.1938171E-01	  -5.486291    	   8.991148    	  -7.057952    	   4.555348    	   0.000000    	   0.000000    	   2.697630    	  0.9720644E-01	   0.000000    	   0.000000    	   12.36941    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1175913E-02
 1989  2 27  6  0	   0.000000    	  -19.57667    	  -3.743622    	  0.9654129E-01	 -0.3226186E-01	  0.3589427E-01	  -6.270923    	   10.28642    	  -3.589645    	   5.206112    	   0.000000    	   0.000000    	   3.279241    	  0.1124639    	   0.000000    	   0.000000    	   14.19763    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1177581E-02
 1989  3  6  6  0	   0.000000    	  -24.47974    	  -4.498682    	  0.1124291    	 -0.4129643E-01	  0.3723557E-01	  -7.064259    	   11.60190    	  -1.977410    	   5.856876    	   0.000000    	   0.000000    	   4.096828    	  0.1391373    	   0.000000    	   0.000000    	   16.21817    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1185481E-02
