SZ_DETAIL water balance	  - accumulated	 : 	 1989  1  2  6  0	 2022  7 11  6  0 		Data type:	Storage depth		[millimeter]                                                                                
 SM CI OL RIV SZ                                                                		Sub-catchment no.:	 11
Flow Result File : DK1_HIP_500m
Title : DK1_HIP_500m     Text :  
                     	qszprecip	qrech	qrechmp	qolszpos	qolszneg	qetsz	qszin	qszout	dszsto	qszabsex	qszdrin	qszdrout	qszdrtorivin	qszdrtorivex	qszdrtoM11HPoint	qszrivneg	qszrivpos	qszfloodneg	qszfloodpos	qgihbpos	qgihbneg	qirrwell	qszdrtoMouse	qszMousepos	qszMouseneg	qSzExtSink	qSzExtSource	cross time step	Error
 1989  1  2  6  0	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    
 1989  1  9  6  0	   0.000000    	  -1.878864    	 -0.1901370    	  0.4525704E-01	   0.000000    	  0.2210462E-02	 -0.5672450    	   1.571843    	  -2.121136    	   1.320606    	   0.000000    	  0.1311314    	  0.2428326    	   0.000000    	   0.000000    	 -0.2575642E-01	   1.469256    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.2640845E-05
 1989  1 16  6  0	   0.000000    	  -6.668066    	 -0.7821470    	  0.1187402    	   0.000000    	  0.8538440E-02	  -1.137015    	   3.151443    	 -0.9525474    	   2.654235    	   0.000000    	  0.2538353    	  0.4872350    	   0.000000    	   0.000000    	 -0.4360780E-01	   2.909378    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.2189701E-04
 1989  1 23  6  0	   0.000000    	  -7.233505    	 -0.7975486    	  0.2222131    	   0.000000    	  0.4806614E-01	  -1.706298    	   4.727500    	  -4.610302    	   3.987864    	   0.000000    	  0.3640509    	  0.7132682    	   0.000000    	   0.000000    	 -0.6124806E-01	   4.346397    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.4568662E-03
 1989  1 30  6  0	   0.000000    	  -6.827946    	 -0.8656090    	  0.3324049    	   0.000000    	  0.1202057    	  -2.273181    	   6.295238    	  -9.003263    	   5.321493    	   0.000000    	  0.4404805    	  0.8861554    	   0.000000    	   0.000000    	 -0.7951481E-01	   5.654396    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.8595950E-03
 1989  2  6  6  0	   0.000000    	  -6.279194    	  -1.169612    	  0.4400999    	 -0.5576824E-02	  0.1575206    	  -2.838191    	   7.855518    	  -13.07091    	   6.655122    	   0.000000    	  0.4949922    	   1.023797    	   0.000000    	   0.000000    	 -0.9983346E-01	   6.837342    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1073063E-02
 1989  2 13  6  0	   0.000000    	  -6.635468    	  -1.413627    	  0.5438232    	 -0.1246828E-01	  0.1684228    	  -3.401932    	   9.409849    	  -16.15477    	   7.988750    	   0.000000    	  0.5400992    	   1.144649    	   0.000000    	   0.000000    	 -0.1245756    	   7.948522    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1274098E-02
 1989  2 20  6  0	   0.000000    	  -18.29701    	  -2.960454    	  0.6582503    	 -0.1891208E-01	  0.2425533    	  -3.970259    	   10.97100    	  -7.009129    	   9.322380    	   0.000000    	  0.6227530    	   1.344015    	   0.000000    	   0.000000    	 -0.1462555    	   9.242333    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1259903E-02
 1989  2 27  6  0	   0.000000    	  -22.43164    	  -3.730456    	  0.7858409    	 -0.2993939E-01	  0.3348255    	  -4.543863    	   12.54169    	  -6.556949    	   10.65601    	   0.000000    	  0.7514573    	   1.627520    	   0.000000    	   0.000000    	 -0.1650039    	   10.76207    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1564041E-02
 1989  3  6  6  0	   0.000000    	  -26.52822    	  -4.322710    	  0.9161343    	 -0.4423480E-01	  0.4033824    	  -5.120605    	   14.11669    	  -6.397629    	   11.98964    	   0.000000    	  0.8907753    	   1.949867    	   0.000000    	   0.000000    	 -0.1833870    	   12.33191    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1607284E-02
