SZ_DETAIL water balance	  - accumulated	 : 	 1989  1  2  6  0	 2022  7 11  6  0 		Data type:	Storage depth		[millimeter]                                                                                
 SM CI OL RIV SZ                                                                		Sub-catchment no.:	 16
Flow Result File : DK1_HIP_500m
Title : DK1_HIP_500m     Text :  
                     	qszprecip	qrech	qrechmp	qolszpos	qolszneg	qetsz	qszin	qszout	dszsto	qszabsex	qszdrin	qszdrout	qszdrtorivin	qszdrtorivex	qszdrtoM11HPoint	qszrivneg	qszrivpos	qszfloodneg	qszfloodpos	qgihbpos	qgihbneg	qirrwell	qszdrtoMouse	qszMousepos	qszMouseneg	qSzExtSink	qSzExtSource	cross time step	Error
 1989  1  2  6  0	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    
 1989  1  9  6  0	   0.000000    	  -2.145741    	 -0.2296850    	  0.7248241E-02	   0.000000    	  0.1790547E-03	 -0.3509644    	  0.7030606    	  -1.043688    	  0.6083957    	   0.000000    	   0.000000    	   1.853388    	   0.000000    	   0.000000    	 -0.1193095E-02	  0.5989975    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.2748371E-05
 1989  1 16  6  0	   0.000000    	  -5.380379    	 -0.7387241    	  0.1358332E-01	   0.000000    	  0.1790548E-03	 -0.7037497    	   1.398321    	 -0.5273215    	   1.216791    	   0.000000    	   0.000000    	   3.540011    	   0.000000    	   0.000000    	 -0.2555128E-02	   1.183843    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.1934039E-05
 1989  1 23  6  0	   0.000000    	  -5.915315    	 -0.7863136    	  0.1951429E-01	   0.000000    	  0.1559573E-02	  -1.055403    	   2.089698    	  -3.006059    	   1.825187    	   0.000000    	   0.000000    	   5.064984    	   0.000000    	   0.000000    	 -0.3911692E-02	   1.766057    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.3664495E-05
 1989  1 30  6  0	   0.000000    	  -5.643024    	 -0.7979631    	  0.2440435E-01	   0.000000    	  0.8012917E-02	  -1.404109    	   2.773891    	  -5.896894    	   2.433583    	   0.000000    	   0.000000    	   6.187148    	   0.000000    	   0.000000    	 -0.5189450E-02	   2.320143    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.2239413E-05
 1989  2  6  6  0	   0.000000    	  -5.242529    	  -1.035611    	  0.2840203E-01	   0.000000    	  0.9476152E-02	  -1.750110    	   3.451509    	  -8.367240    	   3.041979    	   0.000000    	   0.000000    	   7.030534    	   0.000000    	   0.000000    	 -0.6393917E-02	   2.839987    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.7125404E-06
 1989  2 13  6  0	   0.000000    	  -5.232719    	  -1.188462    	  0.3181407E-01	   0.000000    	  0.9476152E-02	  -2.093610    	   4.123916    	  -10.33724    	   3.650374    	   0.000000    	   0.000000    	   7.711574    	   0.000000    	   0.000000    	 -0.7522926E-02	   3.332404    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.2850162E-05
 1989  2 20  6  0	   0.000000    	  -12.62516    	  -2.544333    	  0.3593416E-01	   0.000000    	  0.9476153E-02	  -2.437820    	   4.797102    	  -3.862391    	   4.258770    	   0.000000    	   0.000000    	   8.554848    	   0.000000    	   0.000000    	 -0.8652064E-02	   3.822226    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.1628665E-05
 1989  2 27  6  0	   0.000000    	  -16.33031    	  -3.297492    	  0.4194898E-01	   0.000000    	  0.1200229E-01	  -2.784694    	   5.477621    	  -2.172852    	   4.867166    	   0.000000    	   0.000000    	   9.839875    	   0.000000    	   0.000000    	 -0.9895185E-02	   4.356638    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.4275244E-05
 1989  3  6  6  0	   0.000000    	  -20.16392    	  -3.885270    	  0.4878944E-01	   0.000000    	  0.1712088E-01	  -3.132716    	   6.161502    	 -0.7552299    	   5.475562    	   0.000000    	   0.000000    	   11.33600    	   0.000000    	   0.000000    	 -0.1122447E-01	   4.909388    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.5089571E-06
