SZ_DETAIL water balance	  - accumulated	 : 	 1989  1  2  6  0	 2022  7 11  6  0 		Data type:	Storage depth		[millimeter]                                                                                
 SM CI OL RIV SZ                                                                		Sub-catchment no.:	  6
Flow Result File : DK1_HIP_500m
Title : DK1_HIP_500m     Text :  
                     	qszprecip	qrech	qrechmp	qolszpos	qolszneg	qetsz	qszin	qszout	dszsto	qszabsex	qszdrin	qszdrout	qszdrtorivin	qszdrtorivex	qszdrtoM11HPoint	qszrivneg	qszrivpos	qszfloodneg	qszfloodpos	qgihbpos	qgihbneg	qirrwell	qszdrtoMouse	qszMousepos	qszMouseneg	qSzExtSink	qSzExtSource	cross time step	Error
 1989  1  2  6  0	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    
 1989  1  9  6  0	   0.000000    	  -1.876263    	 -0.2031510    	   0.000000    	   0.000000    	  0.4796164E-09	 -0.4728191    	   1.190865    	  -1.431587    	  0.3860459    	   0.000000    	   0.000000    	  0.6376438    	   0.000000    	   0.000000    	   0.000000    	   1.769263    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.2177734E-05
 1989  1 16  6  0	   0.000000    	  -6.846049    	 -0.9124203    	   0.000000    	   0.000000    	  0.4796164E-09	 -0.9484909    	   2.366751    	  0.6636745    	  0.7720919    	   0.000000    	   0.000000    	   1.407117    	   0.000000    	   0.000000    	   0.000000    	   3.497324    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.1425781E-05
 1989  1 23  6  0	   0.000000    	  -6.968624    	 -0.9131126    	   0.000000    	   0.000000    	  0.4796164E-09	  -1.421561    	   3.531984    	  -2.803127    	   1.158138    	   0.000000    	   0.000000    	   2.191225    	   0.000000    	   0.000000    	   0.000000    	   5.225077    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1464844E-05
 1989  1 30  6  0	   0.000000    	  -6.878950    	  -1.099150    	   0.000000    	   0.000000    	  0.1534772E-08	  -1.886725    	   4.673429    	  -5.929581    	   1.544184    	   0.000000    	   0.000000    	   2.755266    	   0.000000    	   0.000000    	   0.000000    	   6.821542    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1535156E-04
 1989  2  6  6  0	   0.000000    	  -7.485986    	  -1.470488    	   0.000000    	   0.000000    	  0.2110312E-08	  -2.345167    	   5.794557    	  -7.922186    	   1.930230    	   0.000000    	   0.000000    	   3.193213    	   0.000000    	   0.000000    	   0.000000    	   8.305842    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1605469E-04
 1989  2 13  6  0	   0.000000    	  -9.113420    	  -1.776541    	   0.000000    	   0.000000    	  0.2110312E-08	  -2.798796    	   6.901225    	  -8.925974    	   2.316276    	   0.000000    	   0.000000    	   3.664661    	   0.000000    	   0.000000    	   0.000000    	   9.732708    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1406836E-03
 1989  2 20  6  0	   0.000000    	  -20.12024    	  -3.373165    	   0.000000    	   0.000000    	  0.2110312E-08	  -3.259375    	   8.026047    	 -0.1961046    	   2.702322    	   0.000000    	   0.000000    	   4.930445    	   0.000000    	   0.000000    	   0.000000    	   11.29022    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1553027E-03
 1989  2 27  6  0	   0.000000    	  -23.08886    	  -4.117744    	   0.000000    	   0.000000    	  0.1266187E-07	  -3.722378    	   9.159019    	 -0.6497067    	   3.088367    	   0.000000    	   0.000000    	   6.342340    	   0.000000    	   0.000000    	   0.000000    	   12.98912    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1612402E-03
 1989  3  6  6  0	   0.000000    	  -28.84233    	  -4.966029    	   0.000000    	   0.000000    	  0.1352518E-07	  -4.188665    	   10.30367    	   1.273117    	   3.474414    	   0.000000    	   0.000000    	   8.172782    	   0.000000    	   0.000000    	   0.000000    	   14.77319    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1471582E-03
 1989  3 13  6  0	   0.000000    	  -30.74660    	  -5.857021    	   0.000000    	   0.000000    	  0.2465228E-07	  -4.650223    	   11.43517    	  0.4259955E-02	   3.860459    	   0.000000    	   0.000000    	   9.454021    	   0.000000    	   0.000000    	   0.000000    	   16.50008    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1459180E-03
 1989  3 20  6  0	   0.000000    	  -38.86547    	  -7.183961    	   0.000000    	   0.000000    	  0.2532375E-07	  -5.118953    	   12.58677    	   4.354219    	   4.246506    	   0.000000    	   0.000000    	   11.62234    	   0.000000    	   0.000000    	   0.000000    	   18.35870    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1463477E-03
 1989  3 27  6  0	   0.000000    	  -55.14568    	  -9.912294    	   0.000000    	   0.000000    	  0.4097997E-01	  -5.598247    	   13.76939    	   16.55805    	   4.632552    	   0.000000    	   0.000000    	   15.24422    	   0.000000    	   0.000000    	   0.000000    	   20.41118    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1466309E-03
 1989  4  3  6  0	   0.000000    	  -54.39100    	  -10.86401    	   0.000000    	   0.000000    	  0.8546792E-01	  -6.079299    	   14.96061    	   10.60643    	   5.018598    	   0.000000    	   0.000000    	   18.05613    	   0.000000    	   0.000000    	   0.000000    	   22.60722    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1486231E-03
