SZ_DETAIL water balance	  - accumulated	 : 	 1989  1  2  6  0	 2022  7 11  6  0 		Data type:	Storage depth		[millimeter]                                                                                
 SM CI OL RIV SZ                                                                		Sub-catchment no.:	 21
Flow Result File : DK1_HIP_500m
Title : DK1_HIP_500m     Text :  
                     	qszprecip	qrech	qrechmp	qolszpos	qolszneg	qetsz	qszin	qszout	dszsto	qszabsex	qszdrin	qszdrout	qszdrtorivin	qszdrtorivex	qszdrtoM11HPoint	qszrivneg	qszrivpos	qszfloodneg	qszfloodpos	qgihbpos	qgihbneg	qirrwell	qszdrtoMouse	qszMousepos	qszMouseneg	qSzExtSink	qSzExtSource	cross time step	Error
 1989  1  2  6  0	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    
 1989  1  9  6  0	   0.000000    	  -1.996783    	 -0.2610023    	   0.000000    	   0.000000    	   0.000000    	 -0.2433733    	  0.3104875    	  0.7268519    	  0.3021984    	   0.000000    	   0.000000    	  0.3272140    	   0.000000    	   0.000000    	 -0.6134555E-06	  0.8344077    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.3232759E-06
 1989  1 16  6  0	   0.000000    	  -5.205620    	 -0.7720006    	   0.000000    	   0.000000    	  0.2646159E-09	 -0.4804912    	  0.6257789    	   2.846988    	  0.6043969    	   0.000000    	   0.000000    	  0.7036202    	   0.000000    	   0.000000    	 -0.1300995E-05	   1.677324    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.4876078E-05
 1989  1 23  6  0	   0.000000    	  -6.269130    	 -0.9369118    	   0.000000    	   0.000000    	  0.5292319E-09	 -0.7172046    	  0.9411346    	   2.422763    	  0.9065953    	   0.000000    	   0.000000    	   1.127064    	   0.000000    	   0.000000    	 -0.1997844E-05	   2.525687    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.4929957E-05
 1989  1 30  6  0	   0.000000    	  -5.982035    	 -0.9635838    	   0.000000    	   0.000000    	  0.8203096E-08	 -0.9529919    	   1.251068    	  0.7059482    	   1.208794    	   0.000000    	   0.000000    	   1.409336    	   0.000000    	   0.000000    	 -0.2633261E-05	   3.323469    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.1858836E-05
 1989  2  6  6  0	   0.000000    	  -6.815207    	  -1.441293    	   0.000000    	   0.000000    	  0.9261560E-08	  -1.187971    	   1.556213    	  0.6899530    	   1.510992    	   0.000000    	   0.000000    	   1.620085    	   0.000000    	   0.000000    	 -0.3207562E-05	   4.067232    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.5657328E-06
 1989  2 13  6  0	   0.000000    	  -7.150631    	  -1.580197    	   0.000000    	   0.000000    	  0.9261560E-08	  -1.422818    	   1.859318    	 -0.1686876    	   1.813191    	   0.000000    	   0.000000    	   1.855831    	   0.000000    	   0.000000    	 -0.3788038E-05	   4.794008    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.9671337E-05
 1989  2 20  6  0	   0.000000    	  -13.57647    	  -2.784970    	   0.000000    	   0.000000    	  0.1693542E-07	  -1.659214    	   2.169569    	   5.605941    	   2.115389    	   0.000000    	   0.000000    	   2.567347    	   0.000000    	   0.000000    	 -0.4433633E-05	   5.562421    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.5091595E-05
 1989  2 27  6  0	   0.000000    	  -22.04350    	  -4.207327    	   0.000000    	   0.000000    	  0.1720004E-07	  -1.897057    	   2.486801    	   12.99660    	   2.417587    	   0.000000    	   0.000000    	   3.858249    	   0.000000    	   0.000000    	 -0.5195949E-05	   6.388657    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.3340517E-05
 1989  3  6  6  0	   0.000000    	  -27.63811    	  -5.049811    	   0.000000    	   0.000000    	  0.1759696E-07	  -2.138036    	   2.821308    	   15.35823    	   2.719786    	   0.000000    	   0.000000    	   6.537627    	   0.000000    	   0.000000    	 -0.6328479E-05	   7.389024    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  0.8997845E-05
