bebyggelse,indbygge_1,indbygge_2,indbygge_3,indbygge_4,indbygge_5,start,end,WSAID
16016,12337669-d906-6b98-e053-d480220a5a3f,Dysted,01-01-2024,"51","23","1978","2019","2915"
16510,12337669-dc90-6b98-e053-d480220a5a3f,Tremarksmose,01-01-2024,"17","5","1989","2019","3175"
13216,12337669-dccc-6b98-e053-d480220a5a3f,Bregnerød,01-01-2024,"8","3","1978","2019","3176"
16761,12337669-d724-6b98-e053-d480220a5a3f,Gammelby,01-01-2024,"14","4","1978","2019","2944"
16834,12337669-d92a-6b98-e053-d480220a5a3f,Råbjerg,01-01-2024,"8","3","1978","2005","1046"
16053,12337669-d3cf-6b98-e053-d480220a5a3f,Hallelev Huse,01-01-2024,"15","5","1978","2019","2042"
12359,12337669-dda1-6b98-e053-d480220a5a3f,Gedevase,01-01-2024,"10","4",,,
16004,12337669-d20d-6b98-e053-d480220a5a3f,Forlev Mærsk,01-01-2024,"7","4","1978","2019","2038"
18915,12337669-e3d6-6b98-e053-d480220a5a3f,Havremark,01-01-2024,"9","4","2011","2019","3387"
15014,12337669-d6cc-6b98-e053-d480220a5a3f,Gjorslev Huse,01-01-2024,"8","5","1994","2019","2000"
11717,12337669-d100-6b98-e053-d480220a5a3f,Tyvelse Sand,01-01-2024,"30","15","1992","2019","2894"
16723,12337669-d835-6b98-e053-d480220a5a3f,Køng Firgårde,01-01-2024,"26","5","1992","2019","1933"
12621,12337669-d18b-6b98-e053-d480220a5a3f,Ørslev,01-01-2024,"59","29","1978","2019","2062"
16285,12337669-dd0a-6b98-e053-d480220a5a3f,Skæremølle,01-01-2024,"30","9","1978","2019","2232"
11326,12337669-d89f-6b98-e053-d480220a5a3f,Ulse,01-01-2024,"36","19","1985","2019","2937"
15299,12337669-dc5a-6b98-e053-d480220a5a3f,Bistrup,01-01-2024,"17","9","1995","2019","1062"
10379,12337669-d252-6b98-e053-d480220a5a3f,Herrestrup,01-01-2024,"230","104","2008","2019","2148"
16867,12337669-d409-6b98-e053-d480220a5a3f,Reerslev,01-01-2024,"168","73","1978","2019","2118"
15482,12337669-d551-6b98-e053-d480220a5a3f,Overby,01-01-2024,"50","28","1978","2019","2129"
17162,12337669-de32-6b98-e053-d480220a5a3f,Jungen,01-01-2024,"5","2","1978","2019","2220"
10381,12337669-d261-6b98-e053-d480220a5a3f,Gislinge,01-01-2024,"1600","688","1978","2019","2808"
10421,12337669-d313-6b98-e053-d480220a5a3f,Fårevejle Stationsby,01-01-2024,"1864","810","1978","2019","2158"
16733,12337669-d76b-6b98-e053-d480220a5a3f,Bårse Nakke,01-01-2024,"38","13","1978","2019","1937"
10234,12337669-de36-6b98-e053-d480220a5a3f,Ølsted,01-01-2024,"1932","877","1997","2019","3167"
18813,12337669-e368-6b98-e053-d480220a5a3f,Marbjerg Mølle,01-01-2024,"6","3","1978","2005","1046"
16804,12337669-d518-6b98-e053-d480220a5a3f,Lille Egebjerg,01-01-2024,"39","18","1978","2019","2142"
15338,12337669-d152-6b98-e053-d480220a5a3f,Saltø By,01-01-2024,"14","8","1978","2019","2883"
15740,12337669-dbfe-6b98-e053-d480220a5a3f,Venslev Huse,01-01-2024,"28","14","1978","2019","3130"
11452,12337669-dd13-6b98-e053-d480220a5a3f,Toelt,01-01-2024,"39","16","1978","2019","2231"
10229,12337669-d80d-6b98-e053-d480220a5a3f,Lov,01-01-2024,"570","237","2002","2019","2927"
18834,12337669-d1ab-6b98-e053-d480220a5a3f,Skalsbjerg,01-01-2024,"59","22","1978","2019","2048"
10355,12337669-d550-6b98-e053-d480220a5a3f,Havnebyen,01-01-2024,"591","324","1978","2019","2129"
12806,12337669-de62-6b98-e053-d480220a5a3f,Nyvang,01-01-2024,"7","2","1978","2019","3145"
16423,12337669-d16b-6b98-e053-d480220a5a3f,Hyllested Enghave,01-01-2024,"12","8","1978","2019","2053"
11617,12337669-d39a-6b98-e053-d480220a5a3f,Lyng,01-01-2024,"16","7","2017","2019","3392"
13661,12337669-da41-6b98-e053-d480220a5a3f,Gumpegårde,01-01-2024,"14","3","2010","2019","2266"
18770,12337669-dc3b-6b98-e053-d480220a5a3f,Dronningmølle,01-01-2024,"1569","825","1978","2019","3180"
11597,12337669-d290-6b98-e053-d480220a5a3f,Mørkøv Kirkeby,01-01-2024,"36","16","1978","2019","2821"
10164,12337669-dbed-6b98-e053-d480220a5a3f,Torkilstrup,01-01-2024,"243","90","1978","2019","2668"
16817,12337669-d43f-6b98-e053-d480220a5a3f,Halshuse,01-01-2024,"7","4","1978","2019","2122"
16105,12337669-d8bb-6b98-e053-d480220a5a3f,Hugkrog,01-01-2024,"3","2","1978","2019","2942"
11724,12337669-d111-6b98-e053-d480220a5a3f,Kagstrup,01-01-2024,"27","9","1984","2019","2896"
14579,12337669-d8d0-6b98-e053-d480220a5a3f,Søndagshuse,01-01-2024,"7","5","1978","2019","2949"
10891,12337669-dbba-6b98-e053-d480220a5a3f,Arnakke,01-01-2024,"383","154","1978","2019","2845"
15252,12337669-d53b-6b98-e053-d480220a5a3f,Prejlerup,01-01-2024,"20","5","2008","2019","2148"
13712,12337669-da7d-6b98-e053-d480220a5a3f,Truelstrup,01-01-2024,"15","6","2007","2019","2265"
16411,12337669-d9dd-6b98-e053-d480220a5a3f,Kongeskov Huse,01-01-2024,"5","3","1978","2013","3337"
15736,12337669-dbf7-6b98-e053-d480220a5a3f,Hegngårde,01-01-2024,"10","4","1978","2019","2801"
15334,12337669-d14c-6b98-e053-d480220a5a3f,Kappelgårde,01-01-2024,"9","3","1978","2019","2883"
15411,12337669-db27-6b98-e053-d480220a5a3f,Sønderstrup,01-01-2024,"16","6","1978","2016","2844"
14953,12337669-d423-6b98-e053-d480220a5a3f,Herslev,01-01-2024,"49","17","2009","2019","2119"
17001,12337669-d2c1-6b98-e053-d480220a5a3f,Bregninge,01-01-2024,"166","97","1978","2019","2107"
11574,12337669-d33b-6b98-e053-d480220a5a3f,Holtehuse,01-01-2024,"0","0","2008","2019","3384"
13723,12337669-d94c-6b98-e053-d480220a5a3f,Nygårde,01-01-2024,"12","4","1978","2019","2898"
14462,12337669-d47d-6b98-e053-d480220a5a3f,Hundekrog,01-01-2024,"9","2","2001","2019","2125"
15336,12337669-d14e-6b98-e053-d480220a5a3f,Klinteby Frihed,01-01-2024,"39","17","1978","2019","2884"
15648,12337669-d86d-6b98-e053-d480220a5a3f,Skrosbjerg,01-01-2024,"40","12","2008","2019","2008"
11501,12337669-dd1b-6b98-e053-d480220a5a3f,Gunderød,01-01-2024,"54","19","1978","2019","2233"
12619,12337669-d189-6b98-e053-d480220a5a3f,Vedskølle,01-01-2024,"62","24","1978","2019","2062"
16910,12337669-d130-6b98-e053-d480220a5a3f,Sneslev,01-01-2024,"114","54","1978","2019","2875"
12576,12337669-de3f-6b98-e053-d480220a5a3f,Sigerslevøster,01-01-2024,"136","46","1978","2019","2225"
13858,12337669-dcbf-6b98-e053-d480220a5a3f,Esrum Mark,01-01-2024,"9","3",,,
12326,12337669-ddaa-6b98-e053-d480220a5a3f,Uggeløse Krog Huse,01-01-2024,"9","3","1978","2019","3424"
16538,12337669-d646-6b98-e053-d480220a5a3f,Petersværft,01-01-2024,"7","4","1978","2019","1972"
15750,12337669-dc14-6b98-e053-d480220a5a3f,Biltris,01-01-2024,"147","62","1978","2019","2661"
15854,12337669-d24f-6b98-e053-d480220a5a3f,Gundestrup,01-01-2024,"27","17","2008","2019","2148"
14460,12337669-d4f8-6b98-e053-d480220a5a3f,Stenstrup,01-01-2024,"21","12","1978","2019","2134"
10076,12337669-de02-6b98-e053-d480220a5a3f,Skævinge,01-01-2024,"2947","1182","1978","2019","2223"
16515,12337669-dc99-6b98-e053-d480220a5a3f,Alme Englod,01-01-2024,"32","14","1978","2019","3177"
13926,12337669-d7c3-6b98-e053-d480220a5a3f,Ørslevfrage,01-01-2024,"13","5","1978","2019","1965"
10058,12337669-d71a-6b98-e053-d480220a5a3f,Magleby,01-01-2024,"320","143","1989","2019","1998"
12577,12337669-de40-6b98-e053-d480220a5a3f,Strø,01-01-2024,"106","42","1978","2019","2226"
14853,12337669-d8ea-6b98-e053-d480220a5a3f,Gødstrup,01-01-2024,"39","14","1978","2019","2907"
10008,12337669-dd0c-6b98-e053-d480220a5a3f,Nivå,01-01-2024,"8531","3874","1978","2019","2234"
16325,12337669-db52-6b98-e053-d480220a5a3f,Bonderup,01-01-2024,"31","15","1978","2019","3137"
16828,12337669-d920-6b98-e053-d480220a5a3f,Hjelmsølille,01-01-2024,"29","10","1978","2019","2899"
18366,12337669-d985-6b98-e053-d480220a5a3f,Rødovre,01-01-2024,"44217","20408","1978","2019","3362"
16907,12337669-d12d-6b98-e053-d480220a5a3f,Lerbæk Huse,01-01-2024,"3","3","1978","2019","2882"
16830,12337669-d923-6b98-e053-d480220a5a3f,Hæggerup,01-01-2024,"7","2","1978","2019","2901"
15861,12337669-d257-6b98-e053-d480220a5a3f,Løserup,01-01-2024,"32","12","1978","2019","2803"
10475,12337669-d2db-6b98-e053-d480220a5a3f,Stigs Bjergby,01-01-2024,"312","134","1978","2019","2818"
18802,12337669-d7e8-6b98-e053-d480220a5a3f,Viemose Overdrev,01-01-2024,"49","26","1978","2019","1960"
11434,12337669-d281-6b98-e053-d480220a5a3f,Regstrup Huse,01-01-2024,"21","9","1978","2019","2824"
13717,12337669-da84-6b98-e053-d480220a5a3f,Ørsted Holme,01-01-2024,"20","8","1978","2019","2268"
16240,12337669-d348-6b98-e053-d480220a5a3f,Gammel Vedde,01-01-2024,"18","5","1978","2019","3386"
16371,12337669-d3b9-6b98-e053-d480220a5a3f,Frederikslund,01-01-2024,"42","17","1997","2019","2063"
16721,12337669-d831-6b98-e053-d480220a5a3f,Gadeskov,01-01-2024,"3","1","1978","2019","1934"
14969,12337669-ddcb-6b98-e053-d480220a5a3f,Nejede,01-01-2024,"38","17","1978","2019","2211"
10488,12337669-d26a-6b98-e053-d480220a5a3f,Mårsø,01-01-2024,"312","151","1978","2019","2809"
10187,12337669-d458-6b98-e053-d480220a5a3f,Reersø,01-01-2024,"499","290","2005","2019","2126"
10871,12337669-dcbd-6b98-e053-d480220a5a3f,Esrum,01-01-2024,"513","213","1978","2019","3181"
17857,12337669-a1a9-6b98-e053-d480220a5a3f,Hyllerup,01-01-2024,"29","10","1997","2019","2063"
10319,12337669-da28-6b98-e053-d480220a5a3f,Solrød,01-01-2024,"499","186","1994","2019","1039"
16874,12337669-d414-6b98-e053-d480220a5a3f,Brokøb,01-01-2024,"19","12","1978","2019","2828"
15900,12337669-d9b2-6b98-e053-d480220a5a3f,Risby,01-01-2024,"106","40","1978","2012","3357"
10881,12337669-d7ab-6b98-e053-d480220a5a3f,Allerslev,01-01-2024,"241","131","1987","2019","1953"
16229,12337669-d2e3-6b98-e053-d480220a5a3f,Højbjerg,01-01-2024,"17","9","1978","2019","2113"
13696,12337669-da5f-6b98-e053-d480220a5a3f,Øster Syv,01-01-2024,"55","20","1978","2019","4237"
12961,12337669-da3c-6b98-e053-d480220a5a3f,Assendløse,01-01-2024,"183","67","2007","2019","2265"
15888,12337669-d99a-6b98-e053-d480220a5a3f,Viberup,01-01-2024,"43","14","1978","2019","3333"
14986,12337669-d240-6b98-e053-d480220a5a3f,Engelstrup,01-01-2024,"10","6","2008","2019","2148"
16288,12337669-dd0e-6b98-e053-d480220a5a3f,Åvænget,01-01-2024,"15","7","1978","2019","2234"
18928,12337669-e3e8-6b98-e053-d480220a5a3f,Rugskov,01-01-2024,"6","3","2011","2019","3387"
16077,12337669-d1d0-6b98-e053-d480220a5a3f,Stude,01-01-2024,"55","17","1978","2019","2040"
13700,12337669-da68-6b98-e053-d480220a5a3f,Gammerød,01-01-2024,"21","8","2017","2019","2020"
12466,12337669-d786-6b98-e053-d480220a5a3f,Gammel Tappernøje,01-01-2024,"32","15","1978","2019","2922"
11841,12337669-d27b-6b98-e053-d480220a5a3f,Hellestrup,01-01-2024,"34","12","2009","2019","2850"
16755,12337669-d71c-6b98-e053-d480220a5a3f,Råby,01-01-2024,"34","18","1978","2019","1999"
11320,12337669-d898-6b98-e053-d480220a5a3f,Kikkenborg,01-01-2024,"9","3","1997","2019","2951"
10253,12337669-dc9d-6b98-e053-d480220a5a3f,Esbønderup,01-01-2024,"1284","590","1978","2019","3183"
14592,12337669-dcf6-6b98-e053-d480220a5a3f,Lønholt,01-01-2024,"104","42","1978","2019","2232"
18824,12337669-e374-6b98-e053-d480220a5a3f,Vinskoven,01-01-2024,"7","3","1978","2019","2828"
15786,12337669-d2a7-6b98-e053-d480220a5a3f,Igelsø,01-01-2024,"57","25","1978","2019","2847"
16312,12337669-db44-6b98-e053-d480220a5a3f,Klejnsmedhuse,01-01-2024,"4","2","1978","2005","1046"
16504,12337669-dc88-6b98-e053-d480220a5a3f,Vadshuse,01-01-2024,"10","3","1978","2019","3171"
16335,12337669-db63-6b98-e053-d480220a5a3f,Vestbymark,01-01-2024,"32","11","1978","2019","3146"
13505,12337669-ddfe-6b98-e053-d480220a5a3f,Smedehuse,01-01-2024,"7","3","1978","2006","3156"
15339,12337669-d153-6b98-e053-d480220a5a3f,Saltø Huse,01-01-2024,"6","4","1978","2019","2883"
16081,12337669-da8f-6b98-e053-d480220a5a3f,Lergravshuse,01-01-2024,"3","2","2017","2019","1061"
16399,12337669-db8c-6b98-e053-d480220a5a3f,Marbjerg,01-01-2024,"168","59","1978","2019","3343"
15333,12337669-d14b-6b98-e053-d480220a5a3f,Jenstrup Huse,01-01-2024,"22","7","1978","2019","2883"
11291,12337669-d389-6b98-e053-d480220a5a3f,Fulby,01-01-2024,"35","14","2017","2019","3392"
13726,12337669-d94f-6b98-e053-d480220a5a3f,Bråby Stationsby,01-01-2024,"108","43","2017","2019","1061"
11282,12337669-d378-6b98-e053-d480220a5a3f,Søtofte,01-01-2024,"24","10","1978","2019","2835"
11596,12337669-d28f-6b98-e053-d480220a5a3f,Lærkehuse,01-01-2024,"3","2","1978","2019","2830"
18794,12337669-e34d-6b98-e053-d480220a5a3f,Runddelen,01-01-2024,"8","5","1978","2019","1937"
18911,12337669-e3d2-6b98-e053-d480220a5a3f,Magleeng,01-01-2024,"6","3","2011","2019","3387"
16679,12337669-daaa-6b98-e053-d480220a5a3f,Ringsbjerg,01-01-2024,"68","26","2010","2019","2035"
15710,12337669-dc73-6b98-e053-d480220a5a3f,Nygård,01-01-2024,"134","50","1995","2019","1062"
14950,12337669-d41f-6b98-e053-d480220a5a3f,Skellingsted,01-01-2024,"63","29","1978","2019","2828"
18931,12337669-e3ec-6b98-e053-d480220a5a3f,Odderbjerg,01-01-2024,"15","4","1978","2019","2156"
11826,12337669-d0e8-6b98-e053-d480220a5a3f,Lynge-Eskilstrup,01-01-2024,"68","24","1978","2019","3394"
16683,12337669-dab3-6b98-e053-d480220a5a3f,Tessebølle,01-01-2024,"50","18","2010","2019","2035"
16673,12337669-db38-6b98-e053-d480220a5a3f,Særløse,01-01-2024,"61","28","1978","2019","2679"
10151,12337669-d7f0-6b98-e053-d480220a5a3f,Klarskov,01-01-2024,"211","95","1978","2019","1962"
15656,12337669-d87e-6b98-e053-d480220a5a3f,Babberup,01-01-2024,"29","13","1987","2019","2943"
11599,12337669-d292-6b98-e053-d480220a5a3f,Sandbakke,01-01-2024,"20","9","1978","2019","2821"
15871,12337669-d54c-6b98-e053-d480220a5a3f,Sandvang,01-01-2024,"6","2","1978","2019","2153"
15232,12337669-e052-6b98-e053-d480220a5a3f,Jerndal Mølle,01-01-2024,"9","2","1978","2019","2677"
10371,12337669-d2aa-6b98-e053-d480220a5a3f,Sønder Jernløse,01-01-2024,"273","114","2009","2019","2850"
15649,12337669-d86f-6b98-e053-d480220a5a3f,Sonnerup,01-01-2024,"28","8","1978","2019","2033"
10249,12337669-d4b7-6b98-e053-d480220a5a3f,Årby,01-01-2024,"422","174","1978","2019","2085"
13710,12337669-da78-6b98-e053-d480220a5a3f,Store Ladager,01-01-2024,"84","38","1978","2019","2021"
16575,12337669-d2c0-6b98-e053-d480220a5a3f,Ny Bjergby,01-01-2024,"31","7","1978","2019","2818"
16491,12337669-d4bb-6b98-e053-d480220a5a3f,Forsinge,01-01-2024,"48","18","1978","2019","2094"
13692,12337669-da5a-6b98-e053-d480220a5a3f,Ramsømagle,01-01-2024,"111","45","1978","2019","2258"
15077,12337669-d6d0-6b98-e053-d480220a5a3f,Barmhjertigheden,01-01-2024,"21","10","1978","2019","2003"
18826,12337669-e376-6b98-e053-d480220a5a3f,Kirkebjerg,01-01-2024,"13","4","1978","2019","2818"
16427,12337669-d80b-6b98-e053-d480220a5a3f,Vester Egesborg,01-01-2024,"91","39","1978","2019","2925"
14485,12337669-d0f8-6b98-e053-d480220a5a3f,Næsby,01-01-2024,"55","27","1992","2019","2894"
11719,12337669-d103-6b98-e053-d480220a5a3f,Vrå,01-01-2024,"114","47","1978","2019","2889"
16375,12337669-db74-6b98-e053-d480220a5a3f,Øvre Værebro,01-01-2024,"19","3","1978","2019","2245"
11824,12337669-d0e4-6b98-e053-d480220a5a3f,Kirkerup,01-01-2024,"87","40","1978","2019","2045"
13213,12337669-dcc4-6b98-e053-d480220a5a3f,Plejelt,01-01-2024,"53","16","1995","2019","1062"
16836,12337669-d92d-6b98-e053-d480220a5a3f,Sneslev,01-01-2024,"418","186","1978","2019","1057"
11730,12337669-d2d6-6b98-e053-d480220a5a3f,Fjællebro,01-01-2024,"13","7","1978","2019","2818"
17856,12337669-a1a8-6b98-e053-d480220a5a3f,Lynge,01-01-2024,"219","87","1978","2019","3394"
13212,12337669-dcc3-6b98-e053-d480220a5a3f,Øverup,01-01-2024,"7","3","1978","2019","3181"
11436,12337669-d284-6b98-e053-d480220a5a3f,Søstrup,01-01-2024,"336","145","2009","2019","2850"
10998,12337669-a1dc-6b98-e053-d480220a5a3f,Store Rørbæk,01-01-2024,"576","218","1978","2019","3155"
15247,12337669-d536-6b98-e053-d480220a5a3f,Holte,01-01-2024,"10","5","2008","2019","2148"
11796,12337669-d4d8-6b98-e053-d480220a5a3f,Havnemark,01-01-2024,"0","0","1978","2019","2078"
15085,12337669-d3f4-6b98-e053-d480220a5a3f,Vedbysønder,01-01-2024,"18","8","1997","2019","2063"
13652,12337669-dbd2-6b98-e053-d480220a5a3f,Dyvelslyst,01-01-2024,"36","12","1978","2019","2674"
17157,12337669-e0e6-6b98-e053-d480220a5a3f,Kongens Lyngby Enghave,01-01-2024,"11","4","1978","2019","3546"
16437,12337669-de19-6b98-e053-d480220a5a3f,Auderød,01-01-2024,"86","34","1986","2019","3162"
13192,12337669-d79f-6b98-e053-d480220a5a3f,Øen Smidstrup,01-01-2024,"41","19","1978","2019","1945"
13923,12337669-d7bb-6b98-e053-d480220a5a3f,Græsbjerg,01-01-2024,"38","16","2009","2019","1969"
15360,12337669-d7ef-6b98-e053-d480220a5a3f,Kastelev,01-01-2024,"58","23","2011","2019","1936"
16013,12337669-d6e2-6b98-e053-d480220a5a3f,Smerup,01-01-2024,"61","27","1978","2019","2945"
15051,12337669-dcda-6b98-e053-d480220a5a3f,Lille Bregnerød,01-01-2024,"23","11","1978","2019","3176"
10265,12337669-d43c-6b98-e053-d480220a5a3f,Tersløse,01-01-2024,"235","99","2011","2019","3387"
10653,12337669-d776-6b98-e053-d480220a5a3f,Tappernøje,01-01-2024,"1715","687","2004","2019","2921"
18880,12337669-e3ac-6b98-e053-d480220a5a3f,Fensmarkskov,01-01-2024,"18","8","1978","2019","2905"
14576,12337669-d8cb-6b98-e053-d480220a5a3f,Strandhoved,01-01-2024,"9","3","1978","2019","2952"
16529,12337669-dad7-6b98-e053-d480220a5a3f,Bedskov Huse,01-01-2024,"24","11","1978","2005","1046"
11426,12337669-d2f9-6b98-e053-d480220a5a3f,Hjortebjerg,01-01-2024,"9","4","1978","2019","2829"
16839,12337669-d933-6b98-e053-d480220a5a3f,Tybjerg,01-01-2024,"71","30","1978","2019","2899"
16407,12337669-dd3f-6b98-e053-d480220a5a3f,Spring-forbi,01-01-2024,"8","3","1978","2019","3546"
10650,12337669-ddb1-6b98-e053-d480220a5a3f,Alsønderup,01-01-2024,"603","218","1978","2019","2212"
11799,12337669-d4dd-6b98-e053-d480220a5a3f,Tvillinggårde,01-01-2024,"4","2","1978","2019","2070"
10334,12337669-d6cf-6b98-e053-d480220a5a3f,Sigerslev,01-01-2024,"188","90","1978","2019","2001"
10181,12337669-dc15-6b98-e053-d480220a5a3f,Kirke Hyllinge,01-01-2024,"2411","1031","1978","2019","2659"
14589,12337669-dcf2-6b98-e053-d480220a5a3f,Hesselrød,01-01-2024,"48","21","1978","2019","2233"
15746,12337669-dc0c-6b98-e053-d480220a5a3f,Kyndeløse,01-01-2024,"106","45","1978","2019","2651"
10233,12337669-de25-6b98-e053-d480220a5a3f,Meløse,01-01-2024,"639","280","1978","2019","2221"
16277,12337669-d6eb-6b98-e053-d480220a5a3f,Havnelev-Boestofte,01-01-2024,"228","103","1978","2019","2017"
16610,12337669-d391-6b98-e053-d480220a5a3f,Vrange Huse,01-01-2024,"16","4","1978","2019","1060"
16328,12337669-db56-6b98-e053-d480220a5a3f,Krogstrup,01-01-2024,"52","19","1978","2006","3156"
18814,12337669-e369-6b98-e053-d480220a5a3f,Gørlev Mose,01-01-2024,"6","3","1978","2005","1046"
15420,12337669-db31-6b98-e053-d480220a5a3f,Kastholm,01-01-2024,"20","3","1978","2019","2699"
13647,12337669-dbc9-6b98-e053-d480220a5a3f,Tempelhuse,01-01-2024,"34","14","1978","2019","2845"
16704,12337669-dabf-6b98-e053-d480220a5a3f,Udløbet,01-01-2024,"98","47","2017","2019","2020"
16818,12337669-d90d-6b98-e053-d480220a5a3f,Størlinge,01-01-2024,"22","8","1978","2019","2916"
11764,12337669-d0de-6b98-e053-d480220a5a3f,Åsø,01-01-2024,"34","16","1978","2019","2890"
16908,12337669-d12e-6b98-e053-d480220a5a3f,Lund,01-01-2024,"11","7","1978","2019","2928"
15048,12337669-dd2c-6b98-e053-d480220a5a3f,Grønnegade,01-01-2024,"68","29","1978","2019","2238"
18389,12337669-d997-6b98-e053-d480220a5a3f,Tårnby,01-01-2024,"29851","12169","1978","2019","3333"
12914,12337669-d17b-6b98-e053-d480220a5a3f,Magleby Ravnemark,01-01-2024,"105","37","1978","2019","2062"
15644,12337669-d866-6b98-e053-d480220a5a3f,Kværrede,01-01-2024,"16","8","2017","2019","1061"
18409,12337669-dddb-6b98-e053-d480220a5a3f,Tulstrup,01-01-2024,"1202","456","1978","2019","2212"
14989,12337669-d1de-6b98-e053-d480220a5a3f,Omø,01-01-2024,"43","25","1978","2019","2061"
10061,12337669-d3be-6b98-e053-d480220a5a3f,Løve,01-01-2024,"298","126","2001","2019","2125"
15225,12337669-e047-6b98-e053-d480220a5a3f,Bøgebjerg,01-01-2024,"10","3","2010","2019","2035"
10996,12337669-a1da-6b98-e053-d480220a5a3f,Brede,01-01-2024,"5663","2671","1978","2019","3334"
11284,12337669-d37b-6b98-e053-d480220a5a3f,Vielsted,01-01-2024,"18","8","1978","2019","3390"
10114,12337669-d8fa-6b98-e053-d480220a5a3f,Rønnebæk,01-01-2024,"540","230","2010","2019","2930"
14465,12337669-d481-6b98-e053-d480220a5a3f,Mullerup,01-01-2024,"119","51","2001","2019","2125"
11338,12337669-d8af-6b98-e053-d480220a5a3f,Tyrehule,01-01-2024,"7","5","1978","2019","2917"
11802,12337669-d4e1-6b98-e053-d480220a5a3f,Kallerup,01-01-2024,"18","8","1978","2019","2073"
10012,12337669-db54-6b98-e053-d480220a5a3f,Dalby,01-01-2024,"288","133","1978","2006","3156"
15778,12337669-d29f-6b98-e053-d480220a5a3f,Borup,01-01-2024,"4","2","1978","2019","2847"
15320,12337669-d13b-6b98-e053-d480220a5a3f,Kvislemark,01-01-2024,"67","30","1978","2019","2873"
15493,12337669-e053-6b98-e053-d480220a5a3f,Kastholm,01-01-2024,"9","2","1990","2019","2246"
13930,12337669-d7c9-6b98-e053-d480220a5a3f,Balle Strand,01-01-2024,"7","5","1978","2019","1958"
14484,12337669-d0f7-6b98-e053-d480220a5a3f,Løvehave,01-01-2024,"8","4",,,
16516,12337669-dc9b-6b98-e053-d480220a5a3f,Ejlstrup,01-01-2024,"127","58","1989","2019","3175"
16282,12337669-d6f4-6b98-e053-d480220a5a3f,Lille Favrby,01-01-2024,"11","3","1978","2019","2952"
10143,12337669-d3ab-6b98-e053-d480220a5a3f,Fjenneslev,01-01-2024,"807","354","1978","2019","3393"
18914,12337669-e3d5-6b98-e053-d480220a5a3f,Klokkerskov,01-01-2024,"8","3","2011","2019","3387"
18792,12337669-e349-6b98-e053-d480220a5a3f,Storedal,01-01-2024,"4","3","1978","2019","2003"
10889,12337669-dbb4-6b98-e053-d480220a5a3f,Vor Frue,01-01-2024,"711","260","2015","2016","4659"
11580,12337669-d343-6b98-e053-d480220a5a3f,Niløse,01-01-2024,"212","88","1978","2019","3382"
13666,12337669-da4a-6b98-e053-d480220a5a3f,Birkede Skov,01-01-2024,"77","32","2010","2019","2266"
16819,12337669-d90e-6b98-e053-d480220a5a3f,Sørup,01-01-2024,"12","5","1978","2019","2909"
16039,12337669-d46e-6b98-e053-d480220a5a3f,Kelstrup,01-01-2024,"61","27","1997","2019","2063"
13725,12337669-d94e-6b98-e053-d480220a5a3f,Spragelselille,01-01-2024,"18","8","1978","2019","2901"
18823,12337669-e373-6b98-e053-d480220a5a3f,Jukkerup,01-01-2024,"12","4","1978","2019","2831"
15259,12337669-d544-6b98-e053-d480220a5a3f,Ordrup,01-01-2024,"66","24","1978","2019","2155"
16468,12337669-dce8-6b98-e053-d480220a5a3f,Stasevang Huse,01-01-2024,"5","2","1978","2000","2239"
16091,12337669-dc5e-6b98-e053-d480220a5a3f,Lille Esbønderup,01-01-2024,"17","5","1995","2019","1062"
16904,12337669-d129-6b98-e053-d480220a5a3f,Hesbjerg,01-01-2024,"0","0","1978","2019","2879"
18786,12337669-e342-6b98-e053-d480220a5a3f,Grønstrædet,01-01-2024,"8","4","1978","2019","2018"
16063,12337669-d3e5-6b98-e053-d480220a5a3f,Lille Valby,01-01-2024,"66","20","1997","2019","2063"
10301,12337669-dd32-6b98-e053-d480220a5a3f,Ravnsnæs,01-01-2024,"580","228","1978","2019","2241"
16287,12337669-dd0d-6b98-e053-d480220a5a3f,Skørbæk,01-01-2024,"4","2","1978","2019","2233"
16003,12337669-d20c-6b98-e053-d480220a5a3f,Gammel Forlev,01-01-2024,"40","18","1978","2019","2040"
16868,12337669-d40b-6b98-e053-d480220a5a3f,Sobanke,01-01-2024,"10","4","1978","2019","2118"
16807,12337669-d51e-6b98-e053-d480220a5a3f,Kelstrup,01-01-2024,"215","94","1978","2019","2147"
10241,12337669-dceb-6b98-e053-d480220a5a3f,Birkerød,01-01-2024,"20921","9348","1978","2019","2241"
15049,12337669-dd2d-6b98-e053-d480220a5a3f,Isterød,01-01-2024,"70","25","1978","2019","2241"
13910,12337669-d7a9-6b98-e053-d480220a5a3f,Teglstrup,01-01-2024,"15","6","1995","2019","1952"
13918,12337669-d7b3-6b98-e053-d480220a5a3f,Sandvig,01-01-2024,"105","51","1978","2019","1957"
16751,12337669-d716-6b98-e053-d480220a5a3f,Tolvhuse,01-01-2024,"39","13","1978","2019","1997"
16045,12337669-d404-6b98-e053-d480220a5a3f,Løgtved,01-01-2024,"39","16","1978","2019","2117"
14878,12337669-d825-6b98-e053-d480220a5a3f,Lovkrog Huse,01-01-2024,"9","4","1978","2019","2923"
10404,12337669-d36d-6b98-e053-d480220a5a3f,Vedde,01-01-2024,"250","134","1978","2019","3386"
14695,12337669-d738-6b98-e053-d480220a5a3f,Karise Gårde,01-01-2024,"0","0","1978","2019","2944"
