WSAID	PLANTID	start	end
1341	70386	2006	2016
1341	71582	2006	2016
1341	71583	2006	2016
1341	71584	2006	2016
1341	71585	2006	2016
1341	71586	2006	2016
1341	71587	2006	2016
1341	71590	2006	2016
1341	71592	2006	2016
1341	71593	2006	2016
1341	71594	2006	2016
1341	71638	2006	2016
1341	71639	2006	2016
1341	185584	2006	2016
1342	82029	1978	2019
1343	82025	1978	2019
1343	82026	1978	2019
1344	82037	1978	2019
1345	82022	1978	2019
1346	82031	1978	2010
1347	82033	1978	2019
1348	82035	1978	2019
1349	82038	1978	2019
1350	82024	1978	2019
1351	82028	1978	2019
1352	82030	1978	2019
1353	82027	1978	2019
1354	82032	1978	2019
1355	115623	1978	2019
1356	115616	1978	2019
1356	115621	1978	2019
1357	115620	1978	2019
1357	115631	1978	2019
1357	174185	1978	2019
1358	115617	1978	2019
1358	115618	1978	2019
1358	115619	1978	2019
1358	115624	1978	2019
1358	115630	1978	2019
1358	115632	1978	2019
1359	115622	1978	2019
1360	115628	1978	2019
1361	115629	1978	2019
1362	115627	1978	2019
1363	115626	1978	2019
1364	116387	1978	2019
1365	118251	1978	2019
1366	118252	1978	2019
1367	118253	1978	2019
1368	118250	1978	2019
1369	118256	1978	2019
1370	118260	1978	2019
1371	118201	1978	2019
1371	118255	1978	2019
1372	118202	1978	2019
1373	118203	1978	2019
1374	115625	1978	2019
1374	118258	1978	2019
1374	174041	1978	2019
1375	118254	1978	2019
1376	119605	1978	2019
1377	116388	1978	2019
1377	119717	1978	2019
1378	116386	1978	2019
1379	116385	1978	2019
1380	119716	1978	2019
1381	119686	1978	2019
1382	119720	1978	2019
