WSAID	PLANTID	start	end
1383	119718	1978	2019
1384	119719	1978	2019
1385	117625	1978	2019
1386	117626	1978	2019
1387	117627	1978	2019
1388	117618	1978	2019
1388	117619	1978	2019
1388	117620	1978	2019
1389	117615	1978	2019
1389	117616	1978	2019
1389	117617	1978	2019
1390	117624	1978	2019
1391	117623	1978	2019
1392	117622	1978	2019
1393	117621	1978	1994
1394	119603	1978	2019
1395	119610	1978	2019
1396	119604	1978	2019
1396	119607	1978	2019
1397	119606	1978	2019
1398	119608	1978	2019
1399	116389	1978	2019
1399	119598	1978	2019
1399	119599	1978	2019
1399	119600	1978	2019
1399	119601	1978	2019
1399	119602	1978	2019
1399	119609	1978	2019
1400	54237	1978	2019
1400	54238	1978	2019
1400	54239	1978	2019
1401	51155	1978	2019
1401	51156	1978	2019
1402	50124	1978	2019
1403	50125	1978	2019
1404	50126	1978	2019
1405	50121	1978	2019
1405	50122	1978	2019
1405	50123	1978	2019
1406	50127	1978	2019
1406	50128	1978	2019
1407	49813	1978	2019
1407	49815	1978	2019
1408	53771	1978	2019
1409	53773	1978	2019
1410	49814	1978	2019
1411	54618	1978	2019
1412	54622	1978	2019
1413	54616	1978	2019
1414	54613	1978	2019
1415	54612	1978	2019
1416	54617	1978	2019
1417	54621	1978	2019
1418	54615	1978	2019
1419	54610	2007	2019
1419	54611	2007	2019
1419	55462	2007	2019
1420	54614	1978	2019
1421	52115	2001	2019
1421	52117	2001	2019
1422	52116	1978	2019
1423	52110	1978	2019
1424	49808	2004	2019
1424	52111	2004	2019
1424	52113	2004	2019
1424	52114	2004	2019
1424	54619	2004	2019
1425	96489	1978	2019
1426	51180	1978	2019
1426	51181	1978	2019
1426	51182	1978	2019
1426	51183	1978	2019
1426	51185	1978	2019
1427	49562	1978	2019
1428	49559	1996	2019
1428	49560	1996	2019
1428	49561	1996	2019
1429	51189	1978	2019
1430	51188	1978	2019
1431	51184	1978	2019
1432	51187	1978	2019
1433	51186	1978	2019
1434	72124	1978	2019
1435	72123	1978	2019
1436	72094	1978	2019
1437	72101	1978	2019
1438	72119	1978	2019
1439	72116	2006	2019
1439	72121	2006	2019
1439	72127	2006	2019
1440	70826	1978	2019
1441	72120	1978	2019
1442	72126	1978	2019
1443	72095	1978	2019
1444	72097	2010	2010
1444	72114	2010	2010
1444	72115	2010	2010
1444	72117	2010	2010
1444	72118	2010	2010
1444	72122	2010	2010
1444	72125	2010	2010
1445	72096	1978	2019
1446	72092	1978	2019
1447	72098	1978	2019
1448	72091	1978	2019
1449	72100	1978	2019
1450	71971	2006	2019
1450	72020	2006	2019
1451	71974	1998	1999
1451	72017	1998	1999
1452	72012	1978	2019
1453	72018	1978	2019
1454	71970	1978	2019
1455	72015	2007	2019
1455	72016	2007	2019
1455	72022	2007	2019
1456	71976	1978	2019
1456	71977	1978	2019
1457	71972	1978	2019
1458	100223	1978	2019
1459	100226	1978	2019
1460	100222	1978	2019
1461	100225	1978	2019
1462	100224	1978	2019
1463	100227	1978	2019
1463	100228	1978	2019
1464	100229	1978	2019
1465	97819	1978	2019
1466	97826	1978	2012
1467	97821	1978	2019
1468	97816	1997	2012
1468	97818	1997	2012
1468	97820	1997	2012
1468	97822	1997	2012
1468	97823	1997	2012
1468	97825	1997	2012
1468	97827	1997	2012
1468	97828	1997	2012
1468	101512	1997	2012
1468	172017	1997	2012
1469	97817	1978	2019
1469	97824	1978	2019
1469	97829	1978	2019
1470	100860	1978	2019
1471	100865	1978	2019
1472	100867	1978	2019
1473	100868	1978	2019
1474	100869	1978	2019
1475	100863	1992	2019
1475	100864	1992	2019
1476	100858	1978	2019
1476	100859	1978	2019
1476	100862	1978	2019
1477	100861	1978	2019
1478	100866	1978	2019
1479	62852	1978	2019
1480	62856	1978	2019
1481	62800	2007	2019
1481	62813	2007	2019
1481	62859	2007	2019
1481	189283	2007	2019
1482	62799	2016	2019
1482	62810	2016	2019
1482	62847	2016	2019
1482	62848	2016	2019
1482	62857	2016	2019
1483	62845	1978	2019
1484	62844	1978	2019
1485	62849	1978	2019
1485	62860	1978	2019
1485	181488	1978	2019
1486	62853	1978	2019
1486	62854	1978	2019
1486	62855	1978	2019
1487	62491	2000	2019
1487	62502	2000	2019
1488	62489	1985	2019
1488	62493	1985	2019
1488	62499	1985	2019
1489	62492	1978	2019
1489	62500	1978	2019
1490	62497	1978	2019
1491	62463	1993	2019
1491	62490	1993	2019
1491	62498	1993	2019
1491	62501	1993	2019
1492	62811	1978	2019
1493	62812	1978	2019
1494	62846	1978	2019
1494	62851	1978	2019
1494	175461	1978	2019
1495	62850	1978	2019
1496	62749	1978	2019
1497	62746	1978	2019
1497	62747	1978	2019
1498	62750	1978	2019
1499	62752	1978	2019
1500	62748	2012	2019
1500	62780	2012	2019
1500	62804	2012	2019
1501	62574	1996	2019
1501	62589	1996	2019
1502	62744	2013	2019
1502	62745	2013	2019
1502	62751	2013	2019
1502	62801	2013	2019
1503	62531	1996	2019
1503	62584	1996	2019
1504	62572	1978	2019
1505	62585	1978	2019
1506	62580	1978	2019
1507	62581	1978	2019
1508	62575	1978	2019
1508	62576	1978	2019
1508	62577	1978	2019
1509	62587	1978	2019
1510	62579	1978	2019
1511	62573	1978	2019
1512	62535	1998	2019
1512	62571	1998	2019
1512	62578	1998	2019
1512	62582	1998	2019
1512	62588	1998	2019
1513	62132	1978	2019
1514	62147	1978	2019
1514	62155	1978	2019
1514	62212	1978	2019
1515	62133	1978	2019
1516	62130	1978	2019
1517	62137	1978	2019
1517	62153	1978	2019
1518	62086	1978	2019
1519	62159	1978	2019
1520	62165	2013	2019
1520	62166	2013	2019
1521	62158	1978	2019
1522	62210	1978	2019
1523	62162	1978	2019
1524	62085	1978	2019
1524	63745	1978	2019
1525	62135	1978	2019
1526	62161	1978	2019
1527	62149	1978	2019
1528	62082	1978	1995
1528	62083	1978	1995
1529	62134	1978	2019
1530	62131	1978	2019
1531	62140	1978	2019
1532	62136	1978	2019
1533	62150	1978	2019
1534	62151	1978	2019
1535	62141	1978	2019
1536	62103	1978	2019
1536	62138	1978	2019
1537	62167	1978	2019
1538	62163	1978	2019
1539	62087	2001	2019
1539	62102	2001	2019
1539	63824	2001	2019
1540	62169	1978	2019
1541	62157	1978	2019
1542	62156	1978	2019
1543	62164	2001	2019
1543	62209	2001	2019
1544	62152	1978	2019
1545	62148	1978	2019
1546	62160	1978	2019
1547	62101	1978	2019
1548	99920	1978	2019
1549	99918	2010	2019
1549	99919	2010	2019
1549	99923	2010	2019
1549	99929	2010	2019
1549	99930	2010	2019
1550	99922	1978	2019
1551	99924	1978	2019
1552	99926	1978	2019
1553	99927	2002	2019
1553	99928	2002	2019
1554	99921	1978	2019
1555	99783	1978	2019
1556	99782	1978	2019
1557	99780	1978	2019
1557	99785	1978	2019
1558	99784	1978	2019
1559	99778	1978	2019
1559	187652	1978	2019
1560	99769	2015	2019
1560	99770	2015	2019
1560	99772	2015	2019
1560	99773	2015	2019
1560	99774	2015	2019
1560	99775	2015	2019
1560	99776	2015	2019
1560	99777	2015	2019
1560	99779	2015	2019
1560	99781	2015	2019
1561	99907	1978	2019
1561	99908	1978	2019
1561	99909	1978	2019
1562	99910	1978	2019
1563	98679	1978	2019
1563	98683	1978	2019
1563	98685	1978	2019
1563	98688	1978	2019
1563	98705	1978	2019
1563	101514	1978	2019
1564	98684	1978	2001
1565	98677	1978	2019
1565	98689	1978	2019
1566	98681	1978	2019
1566	98702	1978	2019
1567	98686	1978	2019
1567	98694	1978	2019
1568	71149	2002	2019
1568	71714	2002	2019
1568	71718	2002	2019
1568	171824	2002	2019
1568	175951	2002	2019
1569	71114	1978	2019
1570	71147	1978	2019
1571	71143	1978	2010
1572	71123	1988	2010
1572	71134	1988	2010
1572	71135	1988	2010
1572	71136	1988	2010
1572	71137	1988	2010
1572	71138	1988	2010
1572	71139	1988	2010
1572	71140	1988	2010
1572	71151	1988	2010
1573	71106	1978	2019
1574	71150	1978	2019
1575	71116	1978	2019
1576	71148	1978	2019
1576	185930	1978	2019
1577	71146	1978	2019
1578	71117	1978	2019
1578	71141	1978	2019
1578	185931	1978	2019
1579	71115	1978	2019
1579	71142	1978	2019
1580	71108	1978	2019
1580	71109	1978	2019
1580	71111	1978	2019
1580	71112	1978	2019
1580	71113	1978	2019
1581	71133	1978	2019
1582	69930	1978	2019
1583	69947	1978	2019
1584	71900	1978	2019
1585	71107	1978	2019
1586	71145	1978	2019
1587	71851	1978	2019
1587	71852	1978	2019
1587	182977	1978	2019
1588	71869	1978	2019
1589	71828	1989	2019
1589	71867	1989	2019
1589	71868	1989	2019
1590	71899	1978	2019
1591	71829	1978	2019
1592	71857	1978	2019
1592	71858	1978	2019
1593	69923	1978	2019
1594	69919	1978	2019
1595	69924	1978	2019
1596	69926	1978	2019
1597	69945	1978	2019
1597	133380	1978	2019
1598	69948	1978	2019
1598	184781	1978	2019
1599	69950	1978	2019
1600	69921	1978	2019
1600	69929	1978	2019
1600	159085	1978	2019
1601	69952	1978	2019
1601	69953	1978	2019
1601	69955	1978	2019
1602	71853	1978	2019
1602	167971	1978	2019
1603	69920	1978	2019
1603	69927	1978	2019
1603	69949	1978	2019
1604	71862	1978	2019
1604	71863	1978	2019
1604	71864	1978	2019
1604	71865	1978	2019
1604	71866	1978	2019
1604	156337	1978	2019
1604	156338	1978	2019
1604	156339	1978	2019
1605	71826	1978	2019
1606	71854	1978	2019
1607	69922	1978	2019
1608	69928	1978	2019
1609	69925	1978	2019
1610	69946	1978	2019
1611	69943	1978	2019
1612	63615	1978	2019
1613	63612	1978	2019
1614	63658	1978	2019
1615	63607	1978	2019
1615	167972	1978	2019
1616	63613	1978	2019
1617	71827	1978	2019
1618	63614	1978	2019
1619	71830	1978	1981
1619	71859	1978	1981
1619	71860	1978	1981
1620	71861	1978	2019
1621	71855	1978	2019
1621	71856	1978	2019
1621	182976	1978	2019
1622	63608	1978	2019
1623	63662	1978	2019
1624	63611	1978	2019
1625	70588	1978	2019
1626	70511	1978	2019
1626	175489	1978	2019
1627	70504	1978	2019
1628	70470	1978	2019
1629	70506	1978	2019
1630	70474	1978	2019
1631	70503	1978	2019
1632	70468	1978	2019
1633	70505	1978	2019
1634	70472	1978	2019
1635	70467	1978	2019
1635	70512	1978	2019
1636	70507	1978	2019
1636	70508	1978	2019
1636	70509	1978	2019
1637	70475	1978	2019
1638	70473	1978	2019
1638	70498	1978	2019
1638	70499	1978	2019
1638	70500	1978	2019
1638	70502	1978	2019
1638	169532	1978	2019
1639	70471	1978	2019
1640	70596	1978	2019
1641	69709	1978	2019
1641	70577	1978	2019
1641	70600	1978	2019
1641	70601	1978	2019
1641	70602	1978	2019
1642	70597	1978	2019
1643	70609	1978	2019
1644	70576	1978	2019
1645	70575	1978	2019
1646	70604	1978	2019
1647	70591	1978	2019
1648	70578	1978	2019
1649	70573	1978	2019
1650	70592	1978	2019
1651	70608	1978	2019
1652	70581	1978	2019
1653	70593	1978	2019
1653	70594	1978	2019
1653	70595	1978	2019
1654	70574	1978	2019
1655	70569	1978	2019
1656	70603	1978	2019
1657	70606	1978	2019
1658	70598	1978	2019
1658	183284	1978	2019
1659	70570	1978	2019
1660	70605	1978	2019
1661	70599	1978	2019
1662	70510	1978	2019
1663	70572	1978	2019
1663	175311	1978	2019
1664	70571	1978	2019
1665	70501	1978	2019
1666	70869	2011	2019
1666	70871	2011	2019
1666	70874	2011	2019
1667	70868	1978	2019
1668	70870	1978	2019
1669	70867	1978	2019
1670	70872	1978	2019
1670	70873	1978	2019
1671	122095	1978	2019
1672	122089	1978	2019
1673	122093	1978	2019
1674	122286	1978	2019
1675	122206	1978	2019
1675	122207	1978	2019
1676	122086	2001	2019
1676	122091	2001	2019
1677	121955	1978	2019
1678	121959	1978	2019
1679	121957	1978	2019
1680	121952	1978	2019
1681	122218	1978	2019
1682	122283	1978	2019
1683	122214	1978	2019
1684	122210	1978	2019
1685	122188	1978	2019
1685	122190	1978	2019
1685	122194	1978	2019
1686	122067	1978	2019
1687	122064	1978	2019
1688	122070	1978	2019
1689	121965	1978	2019
1690	121948	1978	2019
1691	122076	1978	2019
1692	121956	1978	2019
1693	71184	1978	2019
1694	78193	1978	2019
1694	78194	1978	2019
1694	78195	1978	2019
1695	79546	1978	2019
1696	79563	1978	2019
1697	79555	2005	2019
1697	79556	2005	2019
1697	79562	2005	2019
1697	79564	2005	2019
1698	79571	2002	2019
1698	79574	2002	2019
1699	79570	1978	2019
1700	79565	1978	2019
1701	79569	1978	2019
1702	79550	1994	2019
1702	79551	1994	2019
1702	79575	1994	2019
1703	79561	1978	2019
1704	78979	1978	2019
1705	79560	1978	2019
1706	79568	1978	2019
1707	79566	1991	2019
1707	79572	1991	2019
1707	79573	1991	2019
1708	79567	1978	2019
1709	80303	1978	2019
1710	80311	1978	2019
1711	80297	1978	2019
1711	80298	1978	2019
1711	80299	1978	2019
1711	80300	1978	2019
1711	187023	1978	2019
1712	80314	1978	2019
1713	80316	1978	2019
1713	80320	1978	2019
1714	80309	1978	2019
1715	79557	1978	2019
1716	78980	1978	2019
1716	78981	1978	2019
1717	78982	1978	2019
1718	78992	1978	2019
1719	78993	1978	2019
1720	78991	1978	2019
1721	78990	1978	2019
1722	78994	1978	2019
1723	78995	1978	2019
1724	78996	1978	2019
1725	78989	2000	2019
1725	79010	2000	2019
1725	79011	2000	2019
1726	78997	1978	2019
1727	78998	1978	2019
1728	79008	1978	2019
1729	79005	1978	2019
1729	79006	1978	2019
1730	79009	1978	2019
1731	79012	1978	2019
1732	78205	1978	2019
1733	78983	1978	2019
1734	78984	1978	2019
1735	78985	2008	2019
1735	78986	2008	2019
1735	78987	2008	2019
1736	78988	1978	2019
1737	79013	1978	2019
1738	78999	1978	2019
1738	79000	1978	2019
1738	79002	1978	2019
1738	79003	1978	2019
1739	78212	1978	2019
1740	78213	1978	2019
1741	78211	1978	2019
1741	78214	1978	2019
1741	78221	1978	2019
1742	78210	1978	2019
1743	78215	1978	2019
1744	78216	1978	2019
1745	78218	2002	2019
1745	78220	2002	2019
1746	78219	1978	2019
1747	78217	1978	2019
1748	78196	1997	2009
1748	78197	1997	2009
1748	78199	1997	2009
1748	78201	1997	2009
1748	78204	1997	2009
1748	78207	1997	2009
1748	78208	1997	2009
1748	78209	1997	2009
1749	79462	1978	2019
1750	79476	1978	2019
1751	79477	1978	2019
1752	79467	1984	2019
1752	79468	1984	2019
1753	79469	1992	2019
1753	79470	1992	2019
1753	79471	1992	2019
1753	79472	1992	2019
1754	79458	1978	2019
1755	79460	2002	2019
1755	79464	2002	2019
1755	79478	2002	2019
1756	79463	1978	2019
1757	79466	1978	2019
1758	79481	1978	2019
1759	79465	1978	2019
1759	79480	1978	2019
1760	79479	1978	2019
1761	79475	1978	2019
1762	79459	1978	2019
1763	79461	1978	2019
1764	79775	2004	2019
1764	79776	2004	2019
1765	79474	1978	2019
1766	79768	1978	2019
1767	79767	1978	2019
1768	79473	1978	2019
1769	78777	1993	2019
1769	78784	1993	2019
1770	79778	1978	2019
1770	79779	1978	2019
1771	78778	1978	2019
1771	78779	1978	2019
1772	78768	1978	2019
1773	78772	1999	2019
1773	78773	1999	2019
1773	78774	1999	2019
1774	78770	1978	2019
1775	78780	1978	2019
1776	78781	1990	2019
1776	78783	1990	2019
1777	78782	1978	2019
1778	78769	1978	2019
1779	79777	1978	2019
1780	79771	1978	2019
1781	79766	1978	2019
1782	77858	2012	2019
1782	77859	2012	2019
1782	77860	2012	2019
1782	77861	2012	2019
1782	77862	2012	2019
1782	77879	2012	2019
1782	79773	2012	2019
1783	78775	1978	2019
1784	78776	1978	2019
1785	77902	1978	2019
1786	78771	1978	2019
1787	79774	1978	2019
1788	79772	1978	2019
1789	77867	1978	2019
1789	77868	1978	2019
1790	77869	1978	2019
1790	77870	1978	2019
1791	77905	1978	2019
1792	77904	1978	2019
1793	77907	1978	2019
1793	77908	1978	2019
1793	77909	1978	2019
1794	77891	1978	2019
1794	77892	1978	2019
1795	77890	1978	2019
1796	77910	1978	2019
1797	77910	1978	2019
1798	77889	1978	2019
1799	77906	1978	2019
1801	77910	1978	2019
1802	77913	1978	2019
1803	77886	1978	2019
1804	77881	1978	2019
1805	77883	1978	2019
1806	77899	1978	2019
1807	77922	1978	2019
1807	176204	1978	2019
1808	77885	1978	2019
1809	77880	1978	2019
1810	77901	2000	2019
1810	77903	2000	2019
1811	77894	1991	2017
1811	77896	1991	2017
1812	77895	1978	2019
1813	77871	1978	2019
1814	77920	1978	2019
1815	77897	1978	2019
1815	77898	1978	2019
1816	77921	1978	2019
1817	77873	1978	2019
1818	77866	1978	2005
1818	77874	1978	2005
1819	77865	1978	2019
1820	77900	1978	2019
1821	77872	1978	2019
1822	77851	1993	2019
1822	77852	1993	2019
1822	77853	1993	2019
1822	77854	1993	2019
1822	77855	1993	2019
1822	77856	1993	2019
1822	77857	1993	2019
1822	77877	1993	2019
1822	77888	1993	2019
1822	182915	1993	2019
1823	77878	1978	2019
1824	77876	1978	2019
1825	77875	1978	2019
1826	116288	1978	2019
1827	116286	1978	2019
1828	116287	1978	2019
1829	116289	1978	2019
1830	116285	1978	2019
1831	116282	2014	2019
1831	116283	2014	2019
1831	116284	2014	2019
1831	160988	2014	2019
1832	118132	1978	2019
1833	118133	1978	2019
1834	118137	1978	2019
1834	118138	1978	2019
1835	118134	1978	2019
1836	118135	1978	2019
1836	118136	1978	2019
1837	118180	1978	2019
1837	118181	1978	2019
1837	118182	1978	2019
1838	118179	1978	2019
1839	118185	1978	2019
1840	115922	1978	2019
1841	115918	1978	2019
1841	115919	1978	2019
1841	115920	1978	2019
1841	115925	1978	2019
1842	115928	1978	2019
1843	115923	1978	2019
1844	115926	1978	2019
1845	115927	1978	2019
1846	115604	1978	2019
1846	118175	1978	2019
1846	118176	1978	2019
1846	118177	1978	2019
1846	118186	1978	2019
1847	118183	1978	2019
1848	118184	1978	2019
1849	115605	1990	2019
1849	118178	1990	2019
1850	118159	1978	2019
1851	118160	1978	2019
1852	118158	1978	2019
1853	118154	1978	2019
1853	118162	1978	2019
1853	118164	1978	2019
1853	118165	1978	2019
1853	188276	1978	2019
1854	118155	1978	2019
1854	118156	1978	2019
1854	118161	1978	2019
1855	118151	2003	2019
1855	118153	2003	2019
1855	118157	2003	2019
1855	118163	2003	2019
1855	118166	2003	2019
1856	118152	1978	2019
1857	115611	1978	2019
1858	115609	1978	2019
1859	115608	1978	2019
1860	115607	1978	2019
1861	115606	1978	2019
1862	115610	1978	2019
1863	116778	2013	2019
1863	116779	2013	2019
1863	116877	2013	2019
1863	116883	2013	2019
1864	116881	1978	2019
1864	116890	1978	2019
1865	116773	1978	2019
1865	116774	1978	2019
1865	116880	1978	2019
1865	116885	1978	2019
1866	116878	1978	2019
1867	116889	1978	2019
1868	116879	1978	2019
1869	116775	1978	2019
1869	116776	1978	2019
1869	116882	1978	2019
1870	116884	1978	2019
1871	116777	1978	2019
1871	116886	1978	2019
1871	116887	1978	2019
1871	116888	1978	2019
1872	82785	1978	2019
1872	82791	1978	2019
1872	159235	1978	2019
1873	82786	1978	2019
1873	82793	1978	2019
1874	82784	1978	2019
1875	82787	1991	2019
1875	82790	1991	2019
1875	82795	1991	2019
1876	82595	1978	2019
1877	82590	1978	2019
1877	82591	1978	2019
1877	82594	1978	2019
1877	156834	1978	2019
1878	56012	1978	2019
1879	56006	1978	2019
1879	56017	1978	2019
1880	56014	1978	2019
1880	56026	1978	2019
1880	56027	1978	2019
1881	56000	1978	2019
1882	56004	1978	2019
1883	56010	1978	2019
1884	56001	2007	2019
1884	56005	2007	2019
1884	56007	2007	2019
1884	56013	2007	2019
1884	56015	2007	2019
1884	56020	2007	2019
1884	56023	2007	2019
1885	56008	1990	2019
1885	56009	1990	2019
1885	56025	1990	2019
1886	56003	1978	2019
1887	56011	1978	2019
1888	56357	1978	2019
1889	56365	1978	2019
1890	56371	1978	2019
1891	56364	1978	2019
1892	56368	1978	2019
1893	56002	1978	2019
1894	56367	1978	2019
1895	56361	1985	2019
1895	56369	1985	2019
1895	56377	1985	2019
1896	56362	1978	2019
1897	56359	1978	2019
1898	56363	1978	2019
1899	55806	1978	2019
1900	56360	2004	2019
1900	56366	2004	2019
1900	56370	2004	2019
1901	55797	1993	2001
1901	55798	1993	2001
1901	55805	1993	2001
1901	55807	1993	2001
1902	55802	1978	2019
1903	55811	1978	2019
1904	56464	2010	2019
1904	56470	2010	2019
1904	56474	2010	2019
1904	56475	2010	2019
1905	56463	1986	2019
1905	56469	1986	2019
1905	56471	1986	2019
1906	56460	1978	2019
1907	56465	1978	2019
1907	56472	1978	2019
1908	56466	1978	2019
1908	56477	1978	2019
1908	56478	1978	2019
1909	56468	1978	2019
1910	56461	2003	2019
1910	56462	2003	2019
1910	56467	2003	2019
1911	56227	1978	2019
1911	56240	1978	2019
1911	56243	1978	2019
1911	56244	1978	2019
1912	56231	1978	2019
1913	56228	1978	2019
1914	56230	1990	2019
1914	56235	1990	2019
1914	56238	1990	2019
1915	56232	1978	1996
1916	56222	1978	2019
1917	56229	1985	2019
1917	56239	1985	2019
1918	55800	1978	2019
1919	55808	1978	2019
1920	56226	1978	2019
1921	55851	1978	2019
1922	55849	1978	2019
1923	55850	1978	2019
1924	55846	1978	2019
1925	55845	1978	2019
1926	55844	1988	2019
1926	55852	1988	2019
1927	55848	1978	2019
1928	55847	1978	2019
1928	55853	1978	2019
1928	55854	1978	2019
1929	55799	2011	2019
1929	55803	2011	2019
1929	55804	2011	2019
1929	55809	2011	2019
1929	55814	2011	2019
1929	55815	2011	2019
1929	174687	2011	2019
1930	56521	1978	2019
1931	156766	1978	2019
1932	56520	1978	2019
1933	56510	1992	2019
1933	56511	1992	2019
1933	56512	1992	2019
1933	56519	1992	2019
1934	56513	1978	2019
1935	56517	1978	2019
1936	56065	2011	2019
1936	56514	2011	2019
1936	56522	2011	2019
1937	56056	1978	2019
1938	56072	1978	2019
1939	56060	1978	2019
1940	56507	1978	2019
1941	56061	1978	2019
1942	56050	1978	2019
1942	56058	1978	2019
1942	56059	1978	2019
1942	56076	1978	2019
1943	56073	1978	2019
1943	56081	1978	2019
1944	56057	1978	2019
1945	56064	1978	2019
1946	56075	1978	2019
1947	56063	1978	2019
1948	56055	1978	2019
1948	56077	1978	2019
1948	56088	1978	2019
1948	56591	1978	2019
1949	56062	1978	2019
1950	56067	1978	2019
1951	56068	1978	2019
1952	56066	1995	2019
1952	56080	1995	2019
1953	56053	1987	2019
1953	56054	1987	2019
1953	56069	1987	2019
1954	56070	1978	2019
1954	56071	1978	2019
1955	55648	2009	2019
1955	55652	2009	2019
1955	55656	2009	2019
1955	55658	2009	2019
1955	55660	2009	2019
1955	55664	2009	2019
1956	55645	1978	2019
1957	55649	1978	2019
1958	55641	1978	2019
1958	55642	1978	2019
1959	55643	2006	2019
1959	55644	2006	2019
1959	55654	2006	2019
1959	55663	2006	2019
1960	55647	1978	2019
1961	55646	1978	2019
1962	56509	1978	2019
1963	56523	1978	2019
1964	56525	1978	2019
1964	56529	1978	2019
1965	56524	1978	2019
1966	55655	1978	2019
1967	56508	1978	2019
1968	56531	1978	2019
1968	56535	1978	2019
1968	56536	1978	2019
1968	56537	1978	2019
1968	170141	1978	2019
1969	56494	2009	2019
1969	56495	2009	2019
1969	56496	2009	2019
1969	56497	2009	2019
1969	56498	2009	2019
1969	56501	2009	2019
1969	56504	2009	2019
1969	56505	2009	2019
1969	56532	2009	2019
1970	56515	1978	2019
1970	56516	1978	2019
1970	56518	1978	2019
1971	55651	1978	2019
1972	55650	1978	2019
1972	55657	1978	2019
1973	56506	1978	2019
1974	55731	1978	2019
1975	55736	1978	2019
1976	55737	1978	2019
1977	55733	1978	2019
1978	55744	1978	2019
1979	55734	1993	2019
1979	55735	1993	2019
1980	55730	1978	2019
1981	55741	1978	2019
1982	55739	2005	2019
1982	55745	2005	2019
1982	55746	2005	2019
1982	55747	2005	2019
1983	55740	1978	2019
1984	55742	1989	2019
1984	55762	1989	2019
1985	55749	2002	2019
1985	55750	2002	2019
1986	55732	1978	2019
1986	55743	1978	2019
1986	55751	1978	2019
1986	55764	1978	2019
1987	55738	2013	2019
1987	55754	2013	2019
1988	55721	1978	2019
1988	55722	1978	2019
1989	55752	1978	2019
1990	55753	1978	2019
1991	105103	1978	2019
1992	105102	1978	2019
1993	105090	1978	2019
1994	105091	1978	2019
1995	105095	2000	2019
1995	105101	2000	2019
1996	105098	1978	2019
1997	105097	1978	2019
1998	56279	1989	2019
1998	56305	1989	2019
1999	56275	1978	2019
1999	56301	1978	2019
2000	56272	1994	2019
2000	56304	1994	2019
2001	56282	1978	2019
2002	56266	1978	2019
2003	56285	1978	2019
2004	56273	1994	2019
2004	56287	1994	2019
2005	56280	1978	2019
2006	56261	2011	2019
2006	56265	2011	2019
2006	56274	2011	2019
2006	56283	2011	2019
2006	56291	2011	2019
2007	105099	1978	2019
2008	55504	2008	2019
2008	105089	2008	2019
2008	105092	2008	2019
2008	105093	2008	2019
2008	105104	2008	2019
2009	105096	1978	2019
2010	56263	1978	2019
2010	56267	1978	2019
2010	56271	1978	2019
2011	56286	1978	2019
2012	56302	1978	2019
2012	56307	1978	2019
2013	56276	1978	2019
2014	56284	1978	2019
2015	56308	1978	2019
2016	56268	1978	2019
2016	56281	1978	2019
2016	56290	1978	2019
2017	56270	1978	2019
2018	56269	1978	2019
2019	56277	1988	2019
2019	56278	1988	2019
2020	7483	2017	2019
2020	17170	2017	2019
2020	104924	2017	2019
2020	104926	2017	2019
2020	104927	2017	2019
2020	104934	2017	2019
2020	104937	2017	2019
2020	104939	2017	2019
2020	104942	2017	2019
2020	104943	2017	2019
2021	104938	1978	2019
2022	104598	1978	2019
2022	104932	1978	2019
2022	105005	1978	2019
2023	104601	1978	2019
2023	105100	1978	2019
2024	104599	1978	2019
2024	185984	1978	2019
2025	31326	1978	2019
2025	104941	1978	2019
2026	12475	1978	2019
2026	14759	1978	2019
2026	21669	1978	2019
2026	104928	1978	2019
2027	25132	1978	2019
2028	104935	1978	2019
2029	104925	1992	2019
2029	104940	1992	2019
2030	17004	1978	2019
2030	104933	1978	2019
2031	104945	1978	2019
2032	12711	1978	2019
2032	13064	1978	2019
2032	30885	1978	2019
2032	104929	1978	2019
2032	104930	1978	2019
2032	104931	1978	2019
2033	104607	1978	2019
2033	120704	1978	2019
2034	104603	1978	2019
2035	104592	2010	2019
2035	104593	2010	2019
2035	104594	2010	2019
2035	104595	2010	2019
2035	104596	2010	2019
2035	104597	2010	2019
2035	104600	2010	2019
2035	104604	2010	2019
2035	104605	2010	2019
2035	104606	2010	2019
2036	103825	1978	2019
2037	103826	1978	2019
2038	103601	1978	2019
2038	103602	1978	2019
2038	103603	1978	2019
2038	103604	1978	2019
2039	103605	1978	2019
2040	103607	1978	2019
2041	103746	1978	2019
2042	103490	1978	2019
2042	103492	1978	2019
2042	103828	1978	2019
2043	103829	1978	2019
2044	103831	1978	2019
2044	103832	1978	2019
2045	103207	1978	2019
2045	103277	1978	2019
2045	103279	1978	2019
2046	103280	1978	2019
2047	103278	1978	2019
2047	103282	1978	2019
2048	103276	1978	2019
2049	103275	1978	2019
2050	103274	1978	2019
2050	103286	1978	2019
2051	103281	1978	2019
2052	103743	1978	2019
2052	103747	1978	2019
2053	103283	1978	2019
2054	103285	1978	2019
2055	103751	1978	2019
2056	103748	1978	2019
2057	103208	1978	2019
2057	103749	1978	2019
2057	103750	1978	2019
2058	103752	1978	2019
2059	103753	1978	2019
2060	103754	1978	2019
2061	103755	1978	2019
2062	103744	1978	2019
2062	103745	1978	2019
2063	103818	1997	2019
2063	103819	1997	2019
2063	103820	1997	2019
2063	103821	1997	2019
2063	103822	1997	2019
2063	103823	1997	2019
2063	103827	1997	2019
