start,end,WSAID,objectid,nationalco,nationalle,inspireid,national_1,beginlifes,endlifespa,country,name_gn_la,name_gn_na,name_gn__1,name_gn_so,name_gn_pr,name_gn_sp,name_gn__2,residenceo,upperlevel,boundary,Vandforsyn,Area (m3),Job_distribution_Industries,Job_distribution_Services,Job_distribution_Agriculture,WSA_Area (m3)
"1978","2019","2857",26,"0240",3rdOrder,"389129",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Egedal,Latn,,"389099",,Novafos,"125773420",8470.66666666667,5421.33333333333,"292","2781538"
"1978","2019","2858",26,"0240",3rdOrder,"389129",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Egedal,Latn,,"389099",,Novafos,"125773420",8470.66666666667,5421.33333333333,"292","7427992"
"1978","2019","2859",26,"0240",3rdOrder,"389129",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Egedal,Latn,,"389099",,Novafos,"125773420",8470.66666666667,5421.33333333333,"292","7091229"
"1995","2019","2860",26,"0240",3rdOrder,"389129",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Egedal,Latn,,"389099",,Novafos,"125773420",8470.66666666667,5421.33333333333,"292","19568475"
"2007","2019","2861",26,"0240",3rdOrder,"389129",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Egedal,Latn,,"389099",,Novafos,"125773420",8470.66666666667,5421.33333333333,"292","7467300"
"1978","2019","2862",26,"0240",3rdOrder,"389129",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Egedal,Latn,,"389099",,Novafos,"125773420",8470.66666666667,5421.33333333333,"292","10835791"
"1978","2019","2863",26,"0240",3rdOrder,"389129",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Egedal,Latn,,"389099",,Novafos,"125773420",8470.66666666667,5421.33333333333,"292","422648"
"1978","2019","2864",13,"0253",3rdOrder,"389135",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Greve,Latn,,"389100",,Andre Syd,"60608765",16325.6666666667,6148.33333333333,"142","14309524"
"1978","2019","2865",13,"0253",3rdOrder,"389135",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Greve,Latn,,"389100",,Andre Syd,"60608765",16325.6666666667,6148.33333333333,"142","559104"
"1978","2019","2866",13,"0253",3rdOrder,"389135",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Greve,Latn,,"389100",,Andre Syd,"60608765",16325.6666666667,6148.33333333333,"142","4006865"
"1978","2019","2867",13,"0253",3rdOrder,"389135",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Greve,Latn,,"389100",,Andre Syd,"60608765",16325.6666666667,6148.33333333333,"142","2227721"
"1978","2019","2868",13,"0253",3rdOrder,"389135",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Greve,Latn,,"389100",,Andre Syd,"60608765",16325.6666666667,6148.33333333333,"142","2428183"
"2010","2019","2869",13,"0253",3rdOrder,"389135",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Greve,Latn,,"389100",,Andre Syd,"60608765",16325.6666666667,6148.33333333333,"142","29102758"
"1978","2019","2870",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","6259614"
"1978","2019","2871",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","31219255"
"1978","2019","2872",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","1841927"
"1978","2019","2873",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","12314736"
"1978","2019","2874",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","7298527"
"1978","2019","2875",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","1821489"
"1978","2019","2876",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","2520283"
"1978","2019","2877",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","4692961"
"1978","2019","2878",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","9379007"
"1978","2019","2879",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","2603402"
"1978","2019","2880",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","8348068"
"1978","2019","2881",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","2854004"
"1978","2019","2882",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","7340402"
"1978","2019","2883",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","40122728"
"1978","2019","2884",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","7827601"
"1978","2019","2885",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","5321113"
"1978","2019","2886",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","2390969"
"1978","2019","2887",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","10395208"
"1978","2019","2888",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","875170"
"1978","2019","2889",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","1106815"
"1978","2019","2890",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","1010341"
"1978","2019","2891",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","757489"
"1978","2019","2892",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","3230222"
"1978","2019","2893",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","12350594"
"1992","2019","2894",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","30937724"
"1978","2019","2895",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","495079"
"1984","2019","2896",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","14524129"
"1978","2019","2897",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","4921315"
"1978","2019","2898",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","7258219"
"1978","2019","2899",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","26990708"
"1978","2019","2900",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","6581646"
"1978","2019","2901",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","13006001"
"1978","2019","2902",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","13762476"
"1978","2019","2903",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","6618634"
"1978","2019","2904",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","7403985"
"1978","2019","2905",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","4950258"
"1978","2019","2906",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","2928464"
"1978","2019","2907",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","4793402"
"1978","2019","2908",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","3013221"
"1978","2019","2909",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","12639468"
"1978","2019","2910",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","2580889"
"1978","2019","2911",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","3667908"
"1978","2019","2912",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","6319201"
"1978","1994","2913",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","2751741"
"1978","2019","2914",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","1593338"
"1978","2019","2915",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","8318484"
"1978","2019","2916",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","3104372"
"1978","2019","2917",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","12209253"
"1978","2019","2918",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","2180421"
"1978","2019","2919",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","4407744"
"1978","2019","2920",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","11262150"
"2004","2019","2921",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","41778931"
"1978","2019","2922",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","4678054"
"1978","2019","2923",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","9914874"
"1978","2019","2924",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","7036944"
"1978","2019","2925",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","3365640"
"1978","2019","2926",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","4166241"
"2002","2019","2927",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","16616007"
"1978","2019","2928",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","13235801"
"1978","2019","2929",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","6732657"
"2010","2019","2930",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","104409988"
"1978","2019","2931",91,"0370",3rdOrder,"389148",Kommune,2024/10/03 14:19:16.000,,DK,dan,endonym,official,,,Næstved,Latn,,"389100",,,"685354620",19415.6666666667,16463.3333333333,"1170","3901913"
"1978","2019","2932",35,"0320",3rdOrder,"389143",Kommune,2024/10/03 13:21:57.000,,DK,dan,endonym,official,,,Faxe,Latn,,"389100",,,"405044628",9268.66666666667,5844.33333333333,"486","727953"
"1978","2019","2933",35,"0320",3rdOrder,"389143",Kommune,2024/10/03 13:21:57.000,,DK,dan,endonym,official,,,Faxe,Latn,,"389100",,,"405044628",9268.66666666667,5844.33333333333,"486","6578756"
"1978","2019","2934",35,"0320",3rdOrder,"389143",Kommune,2024/10/03 13:21:57.000,,DK,dan,endonym,official,,,Faxe,Latn,,"389100",,,"405044628",9268.66666666667,5844.33333333333,"486","5109818"
"1978","2019","2935",35,"0320",3rdOrder,"389143",Kommune,2024/10/03 13:21:57.000,,DK,dan,endonym,official,,,Faxe,Latn,,"389100",,,"405044628",9268.66666666667,5844.33333333333,"486","3033939"
"1978","2019","2936",35,"0320",3rdOrder,"389143",Kommune,2024/10/03 13:21:57.000,,DK,dan,endonym,official,,,Faxe,Latn,,"389100",,,"405044628",9268.66666666667,5844.33333333333,"486","2143300"
"1985","2019","2937",35,"0320",3rdOrder,"389143",Kommune,2024/10/03 13:21:57.000,,DK,dan,endonym,official,,,Faxe,Latn,,"389100",,,"405044628",9268.66666666667,5844.33333333333,"486","24941987"
"1988","2019","2938",35,"0320",3rdOrder,"389143",Kommune,2024/10/03 13:21:57.000,,DK,dan,endonym,official,,,Faxe,Latn,,"389100",,,"405044628",9268.66666666667,5844.33333333333,"486","7621717"
"2006","2019","2939",35,"0320",3rdOrder,"389143",Kommune,2024/10/03 13:21:57.000,,DK,dan,endonym,official,,,Faxe,Latn,,"389100",,,"405044628",9268.66666666667,5844.33333333333,"486","15535758"
"1978","2019","2940",35,"0320",3rdOrder,"389143",Kommune,2024/10/03 13:21:57.000,,DK,dan,endonym,official,,,Faxe,Latn,,"389100",,,"405044628",9268.66666666667,5844.33333333333,"486","9449927"
"1978","2019","2941",35,"0320",3rdOrder,"389143",Kommune,2024/10/03 13:21:57.000,,DK,dan,endonym,official,,,Faxe,Latn,,"389100",,,"405044628",9268.66666666667,5844.33333333333,"486","1624022"
"1978","2019","2942",35,"0320",3rdOrder,"389143",Kommune,2024/10/03 13:21:57.000,,DK,dan,endonym,official,,,Faxe,Latn,,"389100",,,"405044628",9268.66666666667,5844.33333333333,"486","23091774"
"1987","2019","2943",35,"0320",3rdOrder,"389143",Kommune,2024/10/03 13:21:57.000,,DK,dan,endonym,official,,,Faxe,Latn,,"389100",,,"405044628",9268.66666666667,5844.33333333333,"486","50713249"
"1978","2019","2944",35,"0320",3rdOrder,"389143",Kommune,2024/10/03 13:21:57.000,,DK,dan,endonym,official,,,Faxe,Latn,,"389100",,,"405044628",9268.66666666667,5844.33333333333,"486","27087454"
"1978","2019","2945",35,"0320",3rdOrder,"389143",Kommune,2024/10/03 13:21:57.000,,DK,dan,endonym,official,,,Faxe,Latn,,"389100",,,"405044628",9268.66666666667,5844.33333333333,"486","15612961"
"1978","2019","2946",35,"0320",3rdOrder,"389143",Kommune,2024/10/03 13:21:57.000,,DK,dan,endonym,official,,,Faxe,Latn,,"389100",,,"405044628",9268.66666666667,5844.33333333333,"486","1241867"
"1978","2019","2947",35,"0320",3rdOrder,"389143",Kommune,2024/10/03 13:21:57.000,,DK,dan,endonym,official,,,Faxe,Latn,,"389100",,,"405044628",9268.66666666667,5844.33333333333,"486","9032045"
"1978","2019","2948",35,"0320",3rdOrder,"389143",Kommune,2024/10/03 13:21:57.000,,DK,dan,endonym,official,,,Faxe,Latn,,"389100",,,"405044628",9268.66666666667,5844.33333333333,"486","163494"
"1978","2019","2949",35,"0320",3rdOrder,"389143",Kommune,2024/10/03 13:21:57.000,,DK,dan,endonym,official,,,Faxe,Latn,,"389100",,,"405044628",9268.66666666667,5844.33333333333,"486","2015238"
"1978","2019","2950",35,"0320",3rdOrder,"389143",Kommune,2024/10/03 13:21:57.000,,DK,dan,endonym,official,,,Faxe,Latn,,"389100",,,"405044628",9268.66666666667,5844.33333333333,"486","959077"
"1997","2019","2951",35,"0320",3rdOrder,"389143",Kommune,2024/10/03 13:21:57.000,,DK,dan,endonym,official,,,Faxe,Latn,,"389100",,,"405044628",9268.66666666667,5844.33333333333,"486","28173014"
"1978","2019","2952",35,"0320",3rdOrder,"389143",Kommune,2024/10/03 13:21:57.000,,DK,dan,endonym,official,,,Faxe,Latn,,"389100",,,"405044628",9268.66666666667,5844.33333333333,"486","39455794"
"1978","2019","2953",,,,,,,,,,,,,,,,,,,,,,,,"44084586"
"1978","2019","2954",,,,,,,,,,,,,,,,,,,,,,,,"43918128"
"1978","2019","2955",,,,,,,,,,,,,,,,,,,,,,,,"19199760"
"1978","2019","2956",,,,,,,,,,,,,,,,,,,,,,,,"42221417"
"2010","2019","2957",,,,,,,,,,,,,,,,,,,,,,,,"43018809"
"1978","2019","2958",,,,,,,,,,,,,,,,,,,,,,,,"7536036"
"1978","2019","2959",,,,,,,,,,,,,,,,,,,,,,,,"25952779"
"1978","2019","2960",,,,,,,,,,,,,,,,,,,,,,,,"23551363"
"1978","2019","2961",,,,,,,,,,,,,,,,,,,,,,,,"30350080"
"1978","2019","2962",,,,,,,,,,,,,,,,,,,,,,,,"31877863"
"1978","2019","2963",,,,,,,,,,,,,,,,,,,,,,,,"9650642"
"1978","2019","2964",,,,,,,,,,,,,,,,,,,,,,,,"15398812"
"1978","2019","2965",,,,,,,,,,,,,,,,,,,,,,,,"15813175"
"2004","2019","2966",,,,,,,,,,,,,,,,,,,,,,,,"39893971"
"1978","2019","2967",,,,,,,,,,,,,,,,,,,,,,,,"37632048"
"1978","2019","2968",,,,,,,,,,,,,,,,,,,,,,,,"1870671"
"1978","2019","2969",,,,,,,,,,,,,,,,,,,,,,,,"4399248"
"1978","2019","2970",,,,,,,,,,,,,,,,,,,,,,,,"7123102"
"1978","2019","2971",,,,,,,,,,,,,,,,,,,,,,,,"1434265"
"1978","2019","2972",,,,,,,,,,,,,,,,,,,,,,,,"4830401"
"1978","2019","2973",,,,,,,,,,,,,,,,,,,,,,,,"4860485"
"1978","2019","2974",,,,,,,,,,,,,,,,,,,,,,,,"38712824"
"1978","2019","2975",,,,,,,,,,,,,,,,,,,,,,,,"48227161"
"1978","2019","2976",,,,,,,,,,,,,,,,,,,,,,,,"15490212"
"1978","2019","2977",,,,,,,,,,,,,,,,,,,,,,,,"42949818"
"1978","2019","2978",,,,,,,,,,,,,,,,,,,,,,,,"30029382"
"2002","2019","2979",,,,,,,,,,,,,,,,,,,,,,,,"62125496"
"1978","2019","2980",,,,,,,,,,,,,,,,,,,,,,,,"43185674"
"1978","2005","2981",,,,,,,,,,,,,,,,,,,,,,,,"3729141"
"1978","2019","2982",,,,,,,,,,,,,,,,,,,,,,,,"1473379"
"1978","2019","2983",,,,,,,,,,,,,,,,,,,,,,,,"4933012"
"1978","2019","2984",,,,,,,,,,,,,,,,,,,,,,,,"2457582"
"1978","2019","2985",,,,,,,,,,,,,,,,,,,,,,,,"4081574"
"1989","2019","2986",,,,,,,,,,,,,,,,,,,,,,,,"45797207"
"1990","1993","2987",,,,,,,,,,,,,,,,,,,,,,,,"44274365"
"1978","2019","2988",,,,,,,,,,,,,,,,,,,,,,,,"13808125"
"1978","2019","2989",,,,,,,,,,,,,,,,,,,,,,,,"28264603"
"1978","2019","2990",,,,,,,,,,,,,,,,,,,,,,,,"19107171"
"1978","2019","2991",,,,,,,,,,,,,,,,,,,,,,,,"9473487"
"1978","2019","2992",,,,,,,,,,,,,,,,,,,,,,,,"15926742"
"1978","2019","2993",,,,,,,,,,,,,,,,,,,,,,,,"1380984"
"2006","2019","2994",,,,,,,,,,,,,,,,,,,,,,,,"3203964"
"1978","2005","2995",,,,,,,,,,,,,,,,,,,,,,,,"512767"
"1978","2007","2996",,,,,,,,,,,,,,,,,,,,,,,,"4666089"
"1978","2007","2997",,,,,,,,,,,,,,,,,,,,,,,,"1389333"
"1978","2007","2998",,,,,,,,,,,,,,,,,,,,,,,,"1434998"
"1978","2019","2999",,,,,,,,,,,,,,,,,,,,,,,,"7203538"
"1978","2019","3000",,,,,,,,,,,,,,,,,,,,,,,,"4685340"
"1978","2019","3001",,,,,,,,,,,,,,,,,,,,,,,,"1728898"
"1978","2019","3002",,,,,,,,,,,,,,,,,,,,,,,,"2728870"
"1978","2019","3003",,,,,,,,,,,,,,,,,,,,,,,,"1296173"
"1994","2019","3004",,,,,,,,,,,,,,,,,,,,,,,,"8230234"
"1978","2019","3005",,,,,,,,,,,,,,,,,,,,,,,,"2542533"
"1978","2019","3006",,,,,,,,,,,,,,,,,,,,,,,,"3813836"
"2010","2019","3007",,,,,,,,,,,,,,,,,,,,,,,,"36949211"
"1978","2019","3008",,,,,,,,,,,,,,,,,,,,,,,,"1917724"
"1978","2019","3009",,,,,,,,,,,,,,,,,,,,,,,,"7164924"
"1978","2019","3010",,,,,,,,,,,,,,,,,,,,,,,,"11831050"
"1978","2019","3011",,,,,,,,,,,,,,,,,,,,,,,,"7125173"
"1978","2019","3012",,,,,,,,,,,,,,,,,,,,,,,,"5718636"
"1978","2019","3013",,,,,,,,,,,,,,,,,,,,,,,,"10532724"
"1978","2019","3014",,,,,,,,,,,,,,,,,,,,,,,,"13140546"
"1978","2019","3015",,,,,,,,,,,,,,,,,,,,,,,,"17112661"
"1978","2019","3016",,,,,,,,,,,,,,,,,,,,,,,,"2726939"
"1978","2004","3017",,,,,,,,,,,,,,,,,,,,,,,,"855589"
"1999","2019","3018",,,,,,,,,,,,,,,,,,,,,,,,"12278069"
"1978","2019","3019",,,,,,,,,,,,,,,,,,,,,,,,"24641773"
"1978","2019","3020",,,,,,,,,,,,,,,,,,,,,,,,"20395465"
"1978","2019","3021",,,,,,,,,,,,,,,,,,,,,,,,"13725943"
"1978","2019","3022",,,,,,,,,,,,,,,,,,,,,,,,"6393601"
"1978","2019","3023",,,,,,,,,,,,,,,,,,,,,,,,"13625510"
"1978","2019","3024",,,,,,,,,,,,,,,,,,,,,,,,"20245116"
"1978","2019","3025",,,,,,,,,,,,,,,,,,,,,,,,"9065679"
"1978","2019","3026",,,,,,,,,,,,,,,,,,,,,,,,"7719628"
"1991","2019","3027",,,,,,,,,,,,,,,,,,,,,,,,"45405008"
"1978","2019","3028",,,,,,,,,,,,,,,,,,,,,,,,"280157"
"1978","2019","3029",,,,,,,,,,,,,,,,,,,,,,,,"4544302"
"1978","2019","3030",,,,,,,,,,,,,,,,,,,,,,,,"1792240"
"1978","2019","3031",,,,,,,,,,,,,,,,,,,,,,,,"6901549"
"1988","2019","3032",,,,,,,,,,,,,,,,,,,,,,,,"32411919"
"1978","2019","3033",,,,,,,,,,,,,,,,,,,,,,,,"6189325"
"1978","2019","3034",,,,,,,,,,,,,,,,,,,,,,,,"26293367"
"1978","2019","3035",,,,,,,,,,,,,,,,,,,,,,,,"20414089"
"1993","2019","3036",,,,,,,,,,,,,,,,,,,,,,,,"10599243"
"1978","2019","3037",,,,,,,,,,,,,,,,,,,,,,,,"21035045"
"1978","2019","3038",,,,,,,,,,,,,,,,,,,,,,,,"6564929"
"1978","2019","3039",,,,,,,,,,,,,,,,,,,,,,,,"4775076"
"1978","2019","3040",,,,,,,,,,,,,,,,,,,,,,,,"2362021"
